Symbol,Company Name,Per Share Ratios,Basic EPS (Rs.),Diluted EPS (Rs.),Cash EPS (Rs.),Book Value [ExclRevalReserve]/Share (Rs.),Book Value [InclRevalReserve]/Share (Rs.),Dividend / Share(Rs.),Revenue from Operations/Share (Rs.),PBDIT/Share (Rs.),PBIT/Share (Rs.),PBT/Share (Rs.),Net Profit/Share (Rs.),Profitability Ratios,PBDIT Margin (%),PBIT Margin (%),PBT Margin (%),Net Profit Margin (%),Return on Networth / Equity (%),Return on Capital Employed (%),Return on Assets (%),Total Debt/Equity (X),Asset Turnover Ratio (%),Liquidity Ratios,Current Ratio (X),Quick Ratio (X),Inventory Turnover Ratio (X),Dividend Payout Ratio (NP) (%),Dividend Payout Ratio (CP) (%),Earnings Retention Ratio (%),Cash Earnings Retention Ratio (%),Valuation Ratios,Enterprise Value (Cr.),EV/Net Operating Revenue (X),EV/EBITDA (X),MarketCap/Net Operating Revenue (X),Retention Ratios (%),Price/BV (X),Price/Net Operating Revenue,Earnings Yield
STYRENIX,Styrenix Performance Materials Ltd.,,-7.09,-7.09,8.22,354.41,354.41,2.0,"1,188.78",12.01,-3.29,-10.51,-7.09,,1.01,-0.27,-0.88,-0.59,-2,-0.78,-1.11,0.41,186.36,,1.74,0.92,6.63,-68.01,58.66,168.01,41.34,,"1,128.33",0.54,53.41,0.44,168.01,1.48,0.44,-0.01
SUBROS,Subros Ltd.,,12.35,12.35,23.76,104.26,104.26,1.3,325.66,36.54,24.45,17.47,11.67,,11.21,7.5,5.36,3.58,11.19,21.4,5.51,0.28,153.88,,0.88,0.48,8.52,8.66,4.25,91.34,95.75,,"1,839.30",0.87,7.72,0.82,91.33,2.56,0.82,0.04
SUDARSCHEM,Sudarshan Chemical Industries Ltd.,,21.89,21.89,31.26,86.47,86.47,6.0,206.99,30.07,20.7,30.75,21.89,,14.52,10,14.85,10.57,25.31,18.33,11.99,0.41,113.4,,1.5,0.98,5.79,4.56,3.19,95.44,96.81,,"2,629.72",1.84,12.63,1.67,95.43,3.99,1.67,0.06
SUNDARAM,Sundaram Multi Pap Ltd.,,0.18,0.18,0.24,3.73,3.73,0.0,3.36,0.5,0.43,0.18,0.18,,14.73,12.92,5.25,5.25,4.73,11.59,3.09,0.34,58.97,,1.52,0.84,2.5,0,0.0,0,0.0,,79.82,0.87,5.94,0.5,0,0.45,0.5,0.1
SUNDRMBRAK,Sundaram Brake Linings Ltd.,,17.93,17.93,30.5,208.37,208.37,0.0,727.54,33.26,20.69,16.5,17.93,,4.57,2.84,2.26,2.46,8.6,7.84,3.73,0.41,151.66,,1.33,0.88,7.42,0,0.0,0,0.0,,156.82,0.55,11.98,0.44,0,1.55,0.44,0.06
SUNFLAG,Sunflag Iron and Steel Company Ltd.,,6.35,6.35,8.24,52.18,52.18,0.5,123.71,13.81,11.71,9.56,6.14,,11.16,9.46,7.72,4.96,11.75,18.85,6.27,0.33,126.43,,1.51,0.66,4.04,9.82,7.31,90.18,92.69,,"1,136.63",0.51,4.57,0.39,90.17,0.94,0.39,0.13
SUNTV,Sun TV Network Ltd.,,35.39,35.39,51.8,138.06,138.06,12.5,92.96,70.65,54.24,54.2,35.4,,76,58.35,58.3,38.07,25.63,38.46,22.98,0.0,60.35,,7.5,7.5,"15,263.63",35.31,24.12,64.69,75.88,,"24,239.89",6.62,8.71,6.75,64.68,4.54,6.75,0.06
SUPERHOUSE,Superhouse Ltd.,,17.36,17.36,29.11,252.51,252.51,1.0,520.25,53.25,40.9,25.49,16.76,,10.23,7.86,4.89,3.22,6.63,13.86,3.07,0.57,95.45,,1.31,0.78,3.9,6.94,3.99,93.06,96.01,,266.17,0.45,4.38,0.23,93.05,0.48,0.23,0.14
SUPERSPIN,Super Spinning Mills Ltd.,,-2.91,-2.91,-2.17,22.83,22.83,0.0,37.84,0.45,-0.29,-2.63,-2.91,,1.19,-0.77,-6.94,-7.7,-12.76,-1.18,-5.32,0.35,69.17,,0.67,0.52,8.37,0,0.0,0,0.0,,77.08,0.37,31.06,0.16,0,0.26,0.16,-0.48
SUPRAJIT,Suprajit Engineering Ltd.,,8.21,8.21,9.66,50.12,50.12,1.55,75.68,14.97,13.52,12.43,8.21,,19.77,17.86,16.42,10.84,16.37,25.02,10.9,0.22,100.57,,1.79,1.34,7.9,18.27,15.53,81.73,84.47,,"3,540.82",3.35,16.91,3.22,81.72,4.86,3.22,0.03
SUPREMEIND,Supreme Industries Ltd.,,31.4,36.29,50.73,156.84,156.84,13.0,441.69,63.33,48.88,53.27,36.29,,14.33,11.06,12.06,8.21,23.13,29.12,15.02,0.08,182.83,,1.43,0.63,7.48,43.17,30.88,56.83,69.12,,"14,277.68",2.54,17.75,2.52,56.82,7.1,2.52,0.03
SURANASOL,Surana Solar Ltd.,,0.2,0.2,0.78,10.87,10.87,0.0,7.06,1.24,0.66,0.27,0.2,,17.51,9.34,3.75,2.88,1.87,4.37,1.26,0.42,43.89,,8.07,2.46,1.24,0,0.0,0,0.0,,57.24,1.65,9.41,1.08,0,0.7,1.08,0.03
SURYAROSNI,Surya Roshni Ltd.,,22.22,22.22,38.48,211.71,211.71,2.0,"1,098.52",69.13,52.87,31.72,22.22,,6.29,4.81,2.88,2.02,10.49,17.67,3.99,0.98,197.34,,1.33,0.73,7.09,9,5.19,91,94.81,,"2,498.42",0.42,6.64,0.23,90.99,1.19,0.23,0.09
SUTLEJTEX,Sutlej Textiles and Industries Ltd.,,4.01,4.01,10.15,57.8,57.8,0.65,156.39,15.08,8.94,5.49,4.01,,9.64,5.71,3.5,2.56,6.93,10.14,3.08,0.86,120.23,,1.42,0.62,4.61,32.42,12.8,67.58,87.2,,"1,461.88",0.57,5.92,0.25,67.57,0.68,0.25,0.1
SUVEN,Suven Life Sciences Ltd.,,3.08,3.08,3.93,31.56,31.56,1.5,22.44,5.97,5.12,4.97,3.08,,26.58,22.8,22.14,13.71,9.75,15.28,8.91,0.0,65,,21.18,21.18,0,0,0.0,0,0.0,,"3,322.09",11.63,43.74,11.62,0,8.27,11.62,0.01
SUZLON,Suzlon Energy Ltd.,,-13.94,-13.94,-13.11,-13.26,-13.26,0.0,4.78,0.47,-0.35,-13.93,-13.94,,9.9,-7.35,-291.4,-291.46,0,16.57,-86.98,-0.72,29.84,,0.4,0.28,2.15,0,0.0,0,0.0,,"8,355.96",3.29,33.16,1.29,0,-0.46,1.29,-2.27
SWANENERGY,Swan Energy Ltd.,,0.1,0.1,0.31,39.35,39.35,0.1,35.2,2.43,2.21,1.46,0.1,,6.9,6.27,4.13,0.27,0.24,5.57,0.19,0.08,70.97,,3.03,2.58,8,104.37,31.76,-4.37,68.24,,"2,691.62",3.13,45.36,3.05,-4.37,2.73,3.05,0.0
SWARAJENG,Swaraj Engines Ltd.,,67.96,67.91,84.06,196.21,196.21,50.0,718.73,121.22,105.11,105.04,67.95,,16.86,14.62,14.61,9.45,34.63,51.17,22.5,0.0,237.99,,2.1,1.7,18.38,73.56,59.46,26.44,40.54,,"1,687.23",1.94,11.48,1.96,26.43,7.17,1.96,0.05
SYMPHONY,Symphony Ltd.,,14.44,14.44,15.05,95.62,95.62,4.5,74.89,24.07,23.47,19.99,14.44,,32.14,31.33,26.68,19.28,15.1,24.33,13.13,0.0,68.13,,4.5,4.1,13.87,31.16,29.9,68.84,70.1,,"9,640.43",18.4,57.25,18.48,68.83,14.47,18.48,0.01
SYNGENE,Syngene International Ltd.,,16.72,16.67,24.75,98.36,98.36,0.5,91.28,30.54,22.33,20.71,16.54,,33.45,24.45,22.68,18.11,16.81,17.34,8.93,0.27,49.3,,1.56,1.52,42.06,7.28,4.86,92.72,95.14,,"11,860.90",6.5,19.42,6.44,92.71,5.98,6.44,0.03
TAINWALCHM,Tainwala Chemicals and Plastics (India) Ltd.,,2.19,2.19,2.63,82.21,82.21,0.0,12.31,2.39,1.95,1.91,2.19,,19.38,15.82,15.49,17.81,2.66,2.35,2.58,0.0,14.51,,6.33,3.37,2,0,0.0,0,0.0,,52.8,4.58,23.62,4.88,0,0.73,4.88,0.04
TAJGVK,Taj GVK Hotels & Resorts Ltd.,,3.87,3.87,6.54,63.88,63.88,0.6,50.54,12.19,9.52,6.08,3.88,,24.11,18.84,12.03,7.67,6.06,9.53,3.37,0.4,44.04,,0.46,0.38,42.18,15.47,9.17,84.53,90.83,,"1,647.10",5.2,21.56,4.7,84.52,3.72,4.7,0.02
TAKE,Take Solutions Ltd.,,1.18,1.17,1.23,51.54,51.54,1.0,1.48,1.37,1.32,1.32,1.18,,92.49,88.84,88.84,79.21,2.28,2.55,2.24,0.0,2.83,,23.43,23.43,686.22,136.06,130.07,-36.06,-30.07,,"2,190.32",99.75,107.84,100.88,-36.06,2.91,100.88,0.01
TALBROAUTO,Talbros Automotive Components Ltd.,,17.56,17.56,32.06,149.2,149.2,1.8,391.11,50.92,36.42,23.84,17.56,,13.01,9.31,6.09,4.48,11.76,20.73,4.48,0.75,99.95,,1.05,0.64,4.37,8.54,4.67,91.46,95.33,,387.71,0.8,6.17,0.54,91.45,1.41,0.54,0.08
TARAPUR,Tarapur Transformers Ltd.,,0.38,0.38,1.29,20.13,20.13,0.0,6.13,1.31,0.4,0.38,0.38,,21.31,6.46,6.14,6.14,1.87,1.96,0.91,0.0,14.93,,1.42,1.42,0,0,0.0,0,0.0,,6.14,0.51,2.41,0.69,0,0.21,0.69,0.09
TARMAT,Tarmat Ltd.,,0.52,0.52,1.15,36.23,36.31,0.0,87.22,2.52,1.89,0.65,0.52,,2.89,2.17,0.74,0.59,1.43,1.5,0.33,2.45,56.73,,3.42,2.41,3.12,0,0.0,0,0.0,,130.23,1.36,47.09,0.44,0,1.06,0.44,0.01
TATACHEM,Tata Chemicals Ltd.,,33.56,33.56,39.05,485.24,485.24,12.5,122.49,42.66,37.15,33.77,33.55,,34.82,30.32,27.56,27.38,6.91,7.46,5.86,0.0,21.42,,2.41,2.07,4.97,78.45,67.39,21.55,32.61,,"13,878.92",4.45,12.77,4.8,21.54,1.21,4.8,0.06
TATACOFFEE,Tata Coffee Ltd.,,3.83,3.83,5.07,51.97,51.97,1.5,37.63,6.06,4.81,5.24,3.83,,16.09,12.79,13.92,10.18,7.37,8.7,5.74,0.09,56.39,,2.36,1.18,2.78,47.18,35.63,52.82,64.37,,"1,768.80",2.52,15.64,2.4,52.81,1.74,2.4,0.04
TATACOMM,Tata Communications Ltd.,,-15.52,-15.52,15.74,287.68,287.68,4.5,189.09,46.25,14.99,-9.68,-15.52,,24.46,7.92,-5.11,-8.2,-5.39,4.8,-3.5,0.04,42.72,,0.64,0.62,85.41,-34.68,34.19,134.68,65.81,,"17,660.39",3.28,13.4,3.25,134.68,2.14,3.25,-0.03
TATACONSUM,TATA Consumer Products Ltd.,,6.51,6.51,7.01,70.07,70.41,2.5,54.34,9.84,9.33,9.13,6.51,,18.1,17.17,16.79,11.98,9.29,12.92,8.21,0.0,68.53,,4.96,3.06,4.05,38.39,35.64,61.61,64.36,,"12,352.38",3.6,19.9,3.74,61.6,2.9,3.74,0.03
TATAELXSI,Tata Elxsi Ltd.,,46.56,46.56,50.59,151.38,151.38,13.5,256.43,73.62,69.59,69.59,46.56,,28.71,27.13,27.13,18.15,30.75,45.3,25.36,0.0,139.66,,5.39,5.39,960.68,28.48,26.21,71.52,73.79,,"5,482.96",3.43,11.96,3.76,71.51,6.36,3.76,0.05
TATAMETALI,Tata Metaliks Ltd.,,71.84,71.73,85.29,273.13,273.13,3.5,767.35,111.76,91.23,75.83,64.76,,14.56,11.88,9.88,8.43,23.71,31.25,13.15,0.05,155.88,,1.21,0.65,6.84,4.17,3.16,95.83,96.84,,"1,832.29",0.85,5.84,0.85,95.82,2.38,0.85,0.1
TATAMOTORS,Tata Motors Ltd.,,5.94,5.94,15.07,65.26,65.26,0.0,203.77,22.07,12.94,7.06,5.95,,10.82,6.35,3.46,2.91,9.11,11.57,3.31,0.79,113.61,,0.58,0.37,14.84,0,0.0,0,0.0,,"75,419.87",1.09,10.06,0.86,0,2.67,0.86,0.03
TATASTEEL,Tata Steel Ltd.,,90.41,90.4,125.08,614.72,614.72,13.0,616.08,200.4,167.22,141.58,91.9,,32.52,27.14,22.98,14.91,14.95,17.12,7.66,0.38,51.35,,0.67,0.23,6.27,10.87,7.99,89.13,92.01,,"85,636.83",1.21,3.73,0.85,89.12,0.85,0.85,0.18
TCIEXP,TCI Express Ltd.,,19.02,19,20.72,69.76,69.76,3.0,267.31,31.9,30.2,29.21,19.02,,11.93,11.29,10.92,7.11,27.26,42.05,19.22,0.02,270.15,,1.86,1.86,0,15.25,13.99,84.75,86.01,,"2,801.46",2.74,22.93,2.75,84.74,10.53,2.75,0.03
TCNSBRANDS,TCNS Clothing Co Ltd.,,20.95,20.6,25.05,100.87,100.87,0.0,187.19,30.06,26.44,26.36,21.43,,16.05,14.12,14.07,11.44,21.24,25.61,16.72,0.0,146.06,,4.18,2.38,4.19,0,0.0,0,0.0,,"4,996.67",4.35,27.1,4.37,0,8.12,4.37,0.03
TCPLPACK,TCPL Packaging Ltd.,,31.82,31.82,71.07,264.53,264.53,5.25,896.5,116.19,76.93,45.8,31.82,,12.95,8.58,5.1,3.54,12.02,16.95,4.04,1.13,113.9,,0.96,0.55,6.56,11.62,5.2,88.38,94.8,,599.02,0.73,5.67,0.41,88.37,1.39,0.41,0.09
TCS,Tata Consultancy Services Ltd.,,79.34,79.34,84.75,210.39,210.39,30.0,328.45,113.58,109,108.55,80.17,,34.57,33.18,33.04,24.4,38.1,50.71,30.21,0.0,123.78,,4.18,4.18,"12,317.00",33.54,31.73,66.46,68.27,,"741,250.00",6.02,17.4,6.09,66.45,9.51,6.09,0.04
TDPOWERSYS,TD Power Systems Ltd.,,2.17,2.17,10.64,147.36,147.36,2.0,143.53,12.93,4.58,3.66,2.28,,9,3.18,2.54,1.58,1.54,3.02,0.96,0.13,60.65,,1.82,1.44,4.53,102.02,21.86,-2.02,78.14,,322.14,0.72,8.03,0.85,-2.02,0.83,0.85,0.02
TEAMLEASE,TeamLease Services Ltd.,,56.75,56.75,58.52,309.37,309.37,0.0,"2,417.10",59.94,58.16,56.95,56.75,,2.47,2.4,2.35,2.34,18.34,16.74,9.42,0.0,401.42,,1.11,1.11,0,0,0.0,0,0.0,,"5,021.90",1.22,49.01,1.24,0,9.7,1.24,0.02
TECHIN,Techindia Nirman Ltd.,,-2.45,-2.45,-0.16,10.04,10.04,0.0,0,-0.16,-0.17,-0.17,-0.17,,0,0,0,0,-1.73,-1.64,-0.37,3.6,0,,0.81,0.81,0,0,0.0,0,0.0,,60.68,0,-272.17,0.0,0,0.57,0.0,-0.03
TECHM,Tech Mahindra Ltd.,,44.58,43.93,51.24,209.94,209.94,14.0,276.79,62.33,55.63,55.19,44.54,,22.51,20.09,19.93,16.09,21.21,24.31,14.43,0.0,89.71,,2.28,2.28,0,31.42,27.32,68.58,72.68,,"75,127.31",2.76,12.26,2.8,68.57,3.7,2.8,0.06
TECHNOE,Techno Electric & Engineering Company Ltd Ltd.,,16.12,16.12,19.83,124.63,124.63,0.0,87.74,27.37,23.66,22.57,16.12,,31.19,26.96,25.72,18.36,12.93,16.75,9.09,0.01,49.53,,3.24,3.2,52.24,0,0.0,0,0.0,,"3,079.46",3.11,9.99,3.14,0,2.21,3.14,0.06
TECILCHEM,Tecil Chemicals and Hyd. Ltd.,,-0.28,-0.28,-0.25,-5.63,-5.63,0.0,0,-0.25,-0.28,-0.28,-0.28,,0,0,0,0,0,5.36,-8.34,-0.09,0,,0.16,0.16,0,0,0.0,0,0.0,,3.95,0,-8.21,0.0,0,-0.28,0.0,-0.17
TEJASNET,Tejas Networks Ltd.,,16.07,15.33,22.38,138.83,138.83,1.0,94.12,24.45,17.51,15.74,15.44,,25.97,18.6,16.71,16.4,11.12,12.59,9.28,0.0,56.57,,4.64,3.95,4.93,0,0.0,0,0.0,,"1,503.67",1.68,6.47,1.82,0,1.23,1.82,0.09
TERASOFT,Tera Software Ltd.,,2.94,2.94,4.97,81.9,81.9,0.0,141.03,12.47,10.43,4.77,2.94,,8.84,7.39,3.37,2.08,3.58,12.46,1.76,0.49,84.83,,1.63,1.52,16.59,0,0.0,0,0.0,,86.23,0.49,5.53,0.28,0,0.48,0.28,0.08
TEXINFRA,Texmaco Infrastructure & Holdings Ltd.,,0.55,0.55,0.76,28.72,28.72,0.2,1,1.18,0.97,0.77,0.55,,118.04,96.79,77.15,54.87,1.9,3.05,1.7,0.06,3.11,,17.55,17.53,76.35,36.49,26.3,63.51,73.7,,739.59,58.11,49.23,56.57,63.5,1.97,56.57,0.01
TEXMOPIPES,Texmo Pipes and Products Ltd.,,1.33,1.33,3.4,57.49,57.49,0.0,117.73,7.11,4.99,1.53,1.27,,6.04,4.23,1.3,1.07,2.2,7.21,1.13,0.32,105.35,,1.39,0.82,4.86,0,0.0,0,0.0,,93.92,0.3,5.02,0.17,0,0.35,0.17,0.06
TEXRAIL,Texmaco Rail and Engineering Ltd.,,3.42,3.35,4.74,51.8,51.8,0.35,84.44,8.53,7.22,4.01,3.42,,10.1,8.54,4.74,4.05,6.6,11.31,2.78,0.51,68.66,,1.69,1.34,4.13,7.3,5.27,92.7,94.73,,"2,057.96",1.11,10.96,0.82,92.69,1.33,0.82,0.05
TFCILTD,Tourism Finance Corp of India Ltd.,,10.69,10.69,10.73,91.3,91.3,2.2,28.49,27.05,27.01,14.08,10.69,,94.96,94.79,49.41,37.5,11.7,12.97,4.12,1.8,10.99,,4.99,4.99,0,18.71,18.63,81.29,81.37,,"2,232.36",9.71,10.22,4.18,81.28,1.3,4.18,0.09
TGBHOTELS,TGB Banquets and Hotels Ltd.,,-18.52,-18.52,-17.58,35.4,35.4,0.0,27.59,-14.33,-15.27,-15.74,-18.52,,-51.93,-55.33,-57.05,-67.13,-52.32,-40.02,-29.94,0.11,44.6,,1.36,1.13,4.93,0,0.0,0,0.0,,40.89,0.51,-0.97,0.42,0,0.33,0.42,-1.61
THANGAMAYL,Thangamayil Jewellery  Ltd.,,22.05,22.05,27.59,140.81,140.81,5.0,"1,052.04",53.55,48.02,33.19,22.05,,5.08,4.56,3.15,2.09,15.66,28.32,4.63,0.8,221.2,,1.36,0.16,2.86,19.13,15.29,80.87,84.71,,568.28,0.39,7.74,0.32,80.86,2.41,0.32,0.06
THEMISMED,Themis Medicare Ltd.,,-13.83,-13.83,-5.14,156.13,156.13,0.0,200.53,5.73,-2.95,-15.83,-13.83,,2.85,-1.47,-7.89,-6.89,-8.85,-1.77,-4.24,0.53,61.5,,1.03,0.66,3.45,0,0.0,0,0.0,,344.95,1.87,65.52,1.48,0,1.9,1.48,-0.05
THOMASCOTT,Thomas Scott India Ltd.,,-3.59,-3.59,-3.45,17.86,17.86,0.0,63.77,-1.6,-1.73,-3.41,-3.59,,-2.5,-2.71,-5.34,-5.62,-20.09,-9.58,-5.37,0.89,95.43,,1.28,0.99,4.49,0,0.0,0,0.0,,8.34,0.39,-15.43,0.14,0,0.51,0.14,-0.4
TI,Tilaknagar Industries Ltd.,,-11.91,-11.91,-9.1,-26.51,-26.51,0.0,39.08,4.34,1.54,-11.9,-11.9,,11.1,3.94,-30.44,-30.44,0,-8.38,-12.9,-2.39,42.37,,0.33,0.28,6.48,0,0.0,0,0.0,,959.91,1.96,17.68,0.37,0,-0.54,0.37,-0.83
TIDEWATER,Tide Water Oil Ltd.,,284.56,284.56,308.85,"1,902.56","1,902.56",235.0,"3,509.82",460.53,436.15,432.24,284.47,,13.12,12.42,12.31,8.1,14.95,21.4,11.34,0.0,139.93,,3.25,2.21,7.14,93.68,86.28,6.32,13.72,,"1,589.43",1.33,10.15,1.46,6.31,2.69,1.46,0.06
TIIL,Technocraft Industries (India) Ltd.,,41.84,41.84,54.41,306.5,306.5,0.0,470.55,82.41,69.84,57.97,41.84,,17.51,14.84,12.32,8.89,13.65,20.32,7.39,0.66,83.14,,1.69,1.15,3.89,0,0.0,0,0.0,,"1,833.98",1.59,9.1,1.2,0,1.84,1.2,0.07
TIJARIA,Tijaria Polypipes Ltd.,,2.34,2.33,4.69,7.99,7.99,0.0,55.96,7.67,5.3,2.32,2.32,,13.71,9.47,4.14,4.14,28.98,24.26,5.59,2.53,135.23,,1.33,1.17,17.76,0,0.0,0,0.0,,90.7,0.61,4.42,0.27,0,1.86,0.27,0.16
TIL,TIL Ltd.,,26.66,26.66,39.03,310.27,310.27,1.75,469.69,60.76,48.38,24.34,26.66,,12.93,10.3,5.18,5.67,8.59,15.31,4.25,0.61,74.9,,1.3,0.7,2.51,13.16,8.99,86.84,91.01,,436.87,0.93,7.17,0.54,86.83,0.81,0.54,0.11
TIMESGTY,Times Guaranty Ltd.,,1.83,1.83,1.83,36.94,36.94,0.0,3.24,2.65,2.65,2.65,1.83,,81.74,81.74,81.74,56.33,4.94,7.17,4.92,0.0,8.74,,11.83,11.83,0,0,0.0,0,0.0,,32.94,11.29,13.81,11.3,0,0.99,11.3,0.05
TIMETECHNO,Time Technoplast Ltd.,,5.58,5.58,9.57,60.14,60.14,0.9,93.6,14.26,10.28,7.64,5.58,,15.23,10.98,8.16,5.96,9.28,13.87,5.21,0.44,87.44,,1.66,1.07,4.8,14.33,8.36,85.67,91.64,,"2,884.54",1.36,8.94,1.1,85.66,1.71,1.1,0.05
TIMKEN,Timken India Ltd.,,19.92,19.92,30.31,178.27,178.27,1.0,221.31,40.54,29.99,29.76,19.76,,18.31,13.55,13.44,8.93,11.08,15.39,8.37,0.02,93.73,,2.82,1.8,5.25,5.05,3.29,94.95,96.71,,"4,436.73",2.67,14.55,2.67,94.94,3.31,2.67,0.03
TINPLATE,The Tinplate Co. of India Ltd.,,5.54,5.54,11.6,67.86,67.86,2.0,246.62,15.5,9.44,8.76,5.53,,6.28,3.82,3.55,2.24,8.15,11.67,4.93,0.0,219.7,,1.67,1.03,12.24,36.09,17.22,63.91,82.78,,"1,585.30",0.61,9.76,0.63,63.9,2.28,0.63,0.04
TIPSINDLTD,Tips Industries Ltd.,,1.99,1.99,2.9,49.41,49.41,1.0,141.94,7.53,6.62,5.09,1.99,,5.3,4.66,3.58,1.4,4.02,12.41,3.0,0.03,214.6,,3.37,1.81,7.09,50.28,34.51,49.72,65.49,,82.07,0.4,7.61,0.44,49.71,1.26,0.44,0.03
TIRUMALCHM,Thirumalai Chemicals Ltd.,,9.38,9.38,10.87,56.83,56.83,2.0,97.09,16.5,15.02,13.97,9.38,,16.99,15.46,14.39,9.66,16.51,23.44,10.4,0.06,107.7,,1.42,0.76,5.69,21.31,18.4,78.69,81.6,,908,0.91,5.37,0.92,78.68,1.56,0.92,0.11
TITAGARH,TITAGARH RAIL SYSTEMS Ltd.,,-4.67,-4.67,-3.39,77.56,77.56,0.3,91.79,8.3,6.9,-7.49,-4.79,,9.04,7.52,-8.16,-5.21,-6.17,7.92,-3.36,0.33,64.53,,1.32,0.82,3.36,-6.26,-8.84,106.26,108.84,,"1,077.44",1.02,11.24,0.76,106.26,0.9,0.76,-0.07
TITAN,Titan Company Ltd.,,15.48,15.48,17.04,69.63,69.63,5.0,214.8,24.56,23,21.71,15.48,,11.43,10.7,10.1,7.2,22.23,32.4,11.98,0.37,166.26,,1.76,0.46,2.84,24.22,22.0,75.78,78.0,,"102,273.88",5.36,46.9,5.3,75.77,16.34,5.3,0.01
TNPETRO,Tamilnadu Petroproducts Ltd.,,6.03,6.03,8.26,45.41,45.41,1.0,138.41,10.95,8.73,7.97,6.03,,7.91,6.3,5.75,4.35,13.28,17.09,8.85,0.1,203.27,,1.66,1.15,15.81,0,0.0,0,0.0,,270.92,0.22,2.75,0.25,0,0.77,0.25,0.17
TNTELE,Tamilnadu Telecommunications Ltd.,,-3.44,-3.44,-3.37,-22.38,-22.38,0.0,0,-1.41,-1.48,-3.44,-3.44,,0,0,0,0,0,7.71,-76.13,-0.26,0,,0.11,0.08,0,0,0.0,0,0.0,,31.54,0,-4.9,0.0,0,-0.05,0.0,-2.96
TOKYOPLAST,Tokyo Plast International Ltd.,,-3.91,-3.91,-1.43,59.48,59.48,0.0,55.76,0.4,-2.15,-3.52,-3.99,,0.72,-3.85,-6.31,-7.14,-6.7,-3.41,-4.28,0.34,59.93,,2.1,1.65,4.16,-2.57,-7.16,102.57,107.16,,64.69,1.22,168.74,0.95,102.57,0.89,0.95,-0.08
TORNTPHARM,Torrent Pharmaceuticals Ltd.,,44.05,44.05,78.25,296.34,296.34,17.0,340.49,117.88,83.67,55.25,44.05,,34.62,24.57,16.22,12.93,14.86,15.84,6.19,0.89,47.91,,1.21,0.77,4.24,40.86,23.0,59.14,77.0,,"37,267.78",6.47,18.68,5.73,59.13,6.59,5.73,0.02
TORNTPOWER,Torrent Power Ltd.,,18.5,18.5,42.7,185.94,185.94,5.0,270.02,68.74,44.54,25.97,18.5,,25.45,16.49,9.61,6.85,9.95,10.31,3.73,0.93,54.47,,1.47,1.26,20.71,27.02,11.7,72.98,88.3,,"20,368.73",1.57,6.17,0.95,72.97,1.38,0.95,0.07
TPLPLASTEH,TPL Plastech Ltd.,,14.59,14.59,19.41,101.69,101.69,3.5,280.77,32.61,27.8,20.16,14.59,,11.61,9.9,7.17,5.19,14.35,22.14,5.63,0.66,108.39,,1.22,0.68,3.85,23.98,18.03,76.02,81.97,,157.23,0.72,6.18,0.49,76.01,1.36,0.49,0.11
TREEHOUSE,Tree House Education and Accessories Ltd.,,-9.93,-9.93,-2.27,83.68,82.37,0.0,0.87,0.09,-7.57,-9.96,-9.94,,10.94,-875.58,"-1,151.19","-1,149.18",-11.87,-9.19,-9.5,0.21,0.82,,0.36,0.35,2.85,0,0.0,0,0.0,,89.26,24.39,222.88,6.18,0,0.06,6.18,-1.86
TREJHARA,Trejhara Solutions Ltd.,,4.37,4.37,5.03,227.52,227.52,0.5,23.07,9.48,8.82,6.99,4.37,,41.09,38.25,30.28,18.95,1.92,3.67,1.7,0.05,8.98,,8.81,8.81,0,0,0.0,0,0.0,,43.82,1.61,3.91,1.11,0,0.11,1.11,0.17
TRF,TRF Ltd.,,-95.93,-95.93,-92.85,-60.98,-60.98,0.0,215.42,-70.63,-73.72,-95.93,-95.93,,-32.78,-34.21,-44.53,-44.53,0,276.36,-18.46,-2.29,41.46,,0.67,0.56,3.67,0,0.0,0,0.0,,282.84,1.19,-3.64,0.55,0,-1.95,0.55,-0.81
TRIDENT,Trident Ltd.,,7.28,7.28,14.42,57.52,57.52,3.0,102.42,20.2,13.05,10.73,7.28,,19.71,12.74,10.47,7.1,12.65,15.49,6.07,0.71,85.52,,1.12,0.56,5.21,37.09,18.72,62.91,81.28,,"5,729.40",1.1,5.57,0.7,62.9,1.25,0.7,0.1
TRIGYN,Trigyn Technologies Ltd.,,1.31,1.31,1.69,58.27,58.27,0.75,41.87,6.72,6.32,4.66,1.29,,16.03,15.1,11.12,3.08,2.21,10.23,1.82,0.04,59.09,,3.71,3.66,90.88,0,0.0,0,0.0,,218.56,1.7,10.57,1.71,0,1.23,1.71,0.02
TRIL,Transformers and Rectifiers India Ltd.,,0.37,0.37,1.65,24.66,24.66,0.0,62.82,5.26,3.98,0.6,0.37,,8.37,6.34,0.95,0.59,1.51,14.53,0.58,0.71,99.18,,1.31,0.94,4.74,0,0.0,0,0.0,,387.25,0.46,5.55,0.22,0,0.55,0.22,0.03
TRITURBINE,Triveni Turbine Ltd.,,2.66,2.66,3.34,12.83,12.83,0.0,25.64,4.87,4.23,4.2,2.71,,18.98,16.5,16.37,10.56,21.09,31.45,12.16,0.0,115.18,,1.56,0.8,3.82,20.73,16.79,79.27,83.21,,"3,459.21",4.17,21.98,4.19,79.26,8.37,4.19,0.03
