Symbol,Company Name,Per Share Ratios,Basic EPS (Rs.),Diluted EPS (Rs.),Cash EPS (Rs.),Book Value [ExclRevalReserve]/Share (Rs.),Book Value [InclRevalReserve]/Share (Rs.),Dividend / Share(Rs.),Revenue from Operations/Share (Rs.),PBDIT/Share (Rs.),PBIT/Share (Rs.),PBT/Share (Rs.),Net Profit/Share (Rs.),Profitability Ratios,PBDIT Margin (%),PBIT Margin (%),PBT Margin (%),Net Profit Margin (%),Return on Networth / Equity (%),Return on Capital Employed (%),Return on Assets (%),Total Debt/Equity (X),Asset Turnover Ratio (%),Liquidity Ratios,Current Ratio (X),Quick Ratio (X),Inventory Turnover Ratio (X),Dividend Payout Ratio (NP) (%),Dividend Payout Ratio (CP) (%),Earnings Retention Ratio (%),Cash Earnings Retention Ratio (%),Valuation Ratios,Enterprise Value (Cr.),EV/Net Operating Revenue (X),EV/EBITDA (X),MarketCap/Net Operating Revenue (X),Retention Ratios (%),Price/BV (X),Price/Net Operating Revenue,Earnings Yield,
SUVEN,Suven Life Sciences Ltd.,,-1.13,-1.13,-0.62,39.14,39.14,0,0.62,-0.88,-1.18,-0.92,-0.92,,-142.51,-190.83,-148.65,-148.65,-2.35,-3.01,-2.33,0,0.02,,53.18,53.18,0,0,0,0,0,,883.05,65.22,-45.77,78.07,0,1.24,78.08,-0.02,
SUZLON,Suzlon Energy Ltd.,,2.01,2.01,1.92,1.16,1.16,0,2.93,0.21,0.05,1.76,1.76,,7.02,1.73,60.23,60.23,152.37,1.73,35.75,1.64,0.61,,0.84,0.53,2.76,0,0,0,0,,"11,736.25",3.27,46.52,2.7,0,6.83,2.7,0.22,
SWANENERGY,Swan Energy Ltd.,,0.14,0.14,0.44,48.55,48.55,0.1,20.73,1.15,0.85,0.18,0.14,,5.54,4.08,0.87,0.66,0.28,1.65,0.2,0.21,0.33,,1.1,0.84,5.1,72.6,22.7,27.4,77.3,,"5,915.96",10.81,195.01,10.33,27.39,4.41,10.33,0,
SWARAJENG,Swaraj Engines Ltd.,,110.02,109.99,125.27,281.75,281.75,92,"1,170.62",163.32,148.05,147.99,110.01,,13.95,12.64,12.64,9.39,39.04,51.41,24.92,0,2.85,,2.09,1.71,17.28,72.71,63.85,27.29,36.15,,"1,757.82",1.24,8.86,1.31,27.28,5.46,1.31,0.07,
SYMPHONY,Symphony Ltd.,,23.56,23.56,24.36,130.38,130.38,5,126.45,31.81,31.01,30.9,23.56,,25.15,24.52,24.43,18.63,18.06,23.54,14.98,0.02,0.84,,3.05,2.4,0,42.45,41.06,57.55,58.94,,"7,075.10",8,31.8,8.03,57.54,7.79,8.03,0.02,
SYNGENE,Syngene International Ltd.,,11.81,11.72,20.73,90.16,90.16,0.5,79.56,25.04,16.1,14.97,11.78,,31.47,20.23,18.81,14.81,13.07,14.42,8.08,0.16,0.56,,2.11,1.86,3.52,8.47,4.81,91.53,95.19,,"23,931.24",7.49,23.81,7.47,91.52,6.59,7.47,0.02,
TAINWALCHM,Tainwala Chemicals and Plastics (India) Ltd.,,3.5,3.5,3.98,105.43,105.43,0,13.71,4.64,4.16,4.15,3.5,,33.83,30.38,30.29,25.56,3.32,3.93,3.29,0,0.13,,15.53,7.05,0.89,0,0,0,0,,101.22,7.89,23.31,7.95,0,1.03,7.95,0.03,
TAJGVK,Taj GVK Hotels & Resorts Ltd.,,12.68,12.68,15.06,75.63,75.63,1,61.18,23.43,21.23,18.77,12.73,,38.3,34.7,30.68,20.8,16.83,20.59,10.36,0.2,0.51,,1,0.94,0,0,0,0,0,,"1,234.95",3.22,8.4,3.07,0,2.48,3.07,0.07,
TAKE,Take Solutions Ltd.,,0.29,0.29,0.36,20.47,20.47,0,3.8,0.8,0.73,0.32,0.29,,21.1,19.12,8.35,7.62,1.41,3.54,1.34,0,0.18,,3.85,3.85,0,0,0,0,0,,193.32,3.44,16.29,3.55,0,0.66,3.55,0.02,
TALBROAUTO,Talbros Automotive Components Ltd.,,35.4,35.4,54.62,261.01,261.01,3,524.22,75.73,56.52,47.32,35.4,,14.44,10.78,9.02,6.75,13.56,20.17,7.15,0.27,1.13,,1.3,0.8,2.86,7.06,4.57,92.94,95.43,,584.9,0.9,6.26,0.78,92.93,1.57,0.78,0.09,
TARAPUR,Tarapur Transformers Ltd.,,-11.76,-11.76,-11.3,-7.41,-7.41,0,1.79,-11.16,-11.62,-11.76,-11.76,,-623.66,-649.38,-657.2,-657.57,0,156.68,-101.84,0,0.09,,0.44,0.43,0.28,0,0,0,0,,5.26,1.51,-0.24,1.71,0,-0.41,1.71,-3.86,
TARMAT,Tarmat Ltd.,,3.57,2.37,3.96,61.29,61.33,0,67.4,2.9,2.42,2.24,3.48,,4.3,3.58,3.32,5.16,5.67,3.88,3.82,0.05,0.74,,2.49,1.82,1.34,0,0,0,0,,161.88,1.13,26.17,1.12,0,1.23,1.12,0.05,
TATACHEM,Tata Chemicals Ltd.,,40.31,40.31,49.88,627.14,627.14,17.5,193.33,60.24,50.63,49.61,40.27,,31.15,26.18,25.65,20.83,6.42,7.8,5.74,0,0.28,,2.2,1.31,1.09,30.96,25,69.04,75,,"24,706.10",5.01,16.08,5.03,69.03,1.55,5.03,0.04,
TATACOFFEE,Tata Coffee Ltd.,,12.39,12.39,13.75,72.73,72.73,3,54.79,9.34,7.97,15.36,12.39,,17.04,14.55,28.03,22.6,17.03,10.58,13.86,0.07,0.66,,3.48,1.76,0.86,16.14,14.54,83.86,85.46,,"3,744.80",3.66,21.47,3.76,83.85,2.83,3.76,0.06,
TATACOMM,Tata Communications Ltd.,,23.37,23.37,58.32,346.01,346.01,21,253.9,82.21,47.27,34.42,23.37,,32.38,18.61,13.55,9.2,6.75,12.24,4.36,0.05,0.48,,0.67,0.65,0,88.56,35.49,11.44,64.51,,"35,708.70",4.93,15.24,4.9,11.43,3.6,4.9,0.02,
TATACONSUM,TATA Consumer Products Ltd.,,10.27,10.27,11.8,137.04,137.28,8.45,91.91,15.95,14.38,13.64,10.23,,17.35,15.64,14.84,11.12,7.46,9.71,6.09,0,0.57,,2.43,1.67,2.31,58.68,50.87,41.32,49.13,,"64,755.37",7.58,43.7,7.73,41.31,5.18,7.73,0.01,
TATAELXSI,Tata Elxsi Ltd.,,121.26,121.26,134.33,334.92,334.92,60.6,504.96,166.21,153.14,150.54,121.26,,32.91,30.32,29.81,24.01,36.2,41.73,27.32,0,1.28,,4.83,4.83,346.2,35.04,31.63,64.96,68.37,,"35,934.52",11.43,34.72,11.81,64.95,17.8,11.81,0.02,
TATAMETALI,Tata Metaliks Ltd.,,25.51,25.51,49.98,500.19,500.19,5,"1,032.24",66.73,42.26,31.89,25.51,,6.46,4.09,3.08,2.47,5.09,7.44,3.21,0,1.34,,1.58,0.78,4.35,31.36,16,68.64,84,,"2,263.92",0.69,10.74,0.73,68.63,1.5,0.73,0.03,
TATAMOTORS,Tata Motors Ltd.,,7.11,7.11,11.74,58.66,58.66,2,171.69,13.97,9.36,3.28,7.12,,8.13,5.45,1.9,4.14,12.14,9.96,4.41,0.84,1.05,,0.45,0.33,12.52,0,0,0,0,,"178,551.80",2.72,33.36,2.45,0,7.17,2.45,0.02,
TATASTEEL,Tata Steel Ltd.,,12.68,12.67,17.12,110.27,110.27,3.6,105.54,25.38,20.94,17.2,12.68,,24.05,19.83,16.29,12.01,11.49,13.66,6.62,0.28,0.57,,0.73,0.28,2.65,40.22,29.78,59.78,70.22,,"164,842.48",1.28,5.31,0.99,59.77,0.95,0.99,0.12,
TCIEXP,TCI Express Ltd.,,36.24,36.2,40.36,155.71,155.71,8,324.02,52.65,48.65,48.18,36.37,,16.24,15.01,14.86,11.22,23.35,30.51,18.95,0,1.78,,2.4,2.4,0,22.08,19.89,77.92,80.11,,"5,704.08",4.6,28.29,4.61,77.91,9.59,4.61,0.02,
TCNSBRANDS,TCNS Clothing Co Ltd.,,2.75,2.75,16.73,99.1,99.1,0,194.67,22.94,3.37,-5.06,-2.84,,11.78,1.73,-2.59,-1.46,-2.86,1.96,-1.18,0.06,0.87,,1.96,0.8,1.17,0,0,0,0,,"2,614.31",2.18,18.46,2.16,0,4.25,2.16,-0.01,
TCPLPACK,TCPL Packaging Ltd.,,129.17,129.17,196.14,497.18,497.18,20,"1,573.46",269.95,202.98,174.02,129.17,,17.15,12.89,11.05,8.2,25.97,27.29,10.12,0.99,1.32,,1.14,0.67,4.32,7.74,5.09,92.26,94.91,,"1,724.83",1.2,7.02,0.9,92.25,2.84,0.9,0.09,
TCS,Tata Consultancy Services Ltd.,,106.88,106.88,117.61,203.66,203.66,115,520.09,153.89,143.13,141.23,106.85,,29.58,27.51,27.15,20.54,52.46,65.07,32.63,0,1.58,,2.36,2.36,0,105.73,96.05,-5.73,3.95,,"1,168,779.80",6.14,20.75,6.16,-5.73,15.74,6.16,0.03,
TDPOWERSYS,TD Power Systems Ltd.,,5.7,5.68,6.93,38.06,38.06,1,52.64,9.01,7.75,7.65,5.67,,17.11,14.72,14.53,10.76,14.89,20.06,10.16,0,0.94,,2.42,1.7,2.87,21.16,17.32,78.84,82.68,,"2,318.58",2.82,16.49,3.01,78.83,4.16,3.01,0.04,
TEAMLEASE,TeamLease Services Ltd.,,56.85,56.85,70.58,454.75,454.75,0,"4,021.91",75.88,62.16,58.01,56.85,,1.88,1.54,1.44,1.41,12.5,11.2,6.1,0.02,4.63,,1.29,1.29,0,0,0,0,0,,"3,661.34",0.53,28.22,0.56,0,4.92,0.56,0.03,
TECHIN,Techindia Nirman Ltd.,,-0.22,-0.22,-0.23,8.48,8.48,0,0,-0.23,-0.25,-0.25,-0.25,,0,0,0,0,-2.88,-2.88,-0.41,5.95,0,,0.25,0.09,0,0,0,0,0,,81.84,0,-251.96,0,0,0.8,0,-0.04,
TECHM,Tech Mahindra Ltd.,,38.69,38.54,47.12,254.79,254.79,50,437.87,60.54,52.2,50.34,38.78,,13.82,11.92,11.49,8.85,15.21,19.23,10.48,0,1.2,,1.81,1.81,0,123.63,101.74,-23.63,-1.74,,"106,138.43",2.49,18,2.52,-23.63,4.32,2.52,0.04,
TECHNOE,Techno Electric & Engineering Company Ltd Ltd.,,19.99,19.99,20.96,181.94,181.94,6,89.82,17.91,17.24,16.25,20.29,,19.94,19.19,18.08,22.59,11.15,8.37,7.8,0,0.36,,4.58,4.43,0,10.07,9.74,89.93,90.26,,"3,482.32",3.6,18.07,3.75,89.92,1.85,3.75,0.06,
TECILCHEM,Tecil Chemicals and Hyd. Ltd.,,-0.74,-0.74,-0.72,-9.18,-9.18,0,0,-0.72,-0.74,-0.74,-0.74,,0,0,0,0,0,31,-25.37,-0.74,0,,0.2,0.2,0,0,0,0,0,,15.9,0,-11.59,0,0,-0.17,0,-0.46,
TEJASNET,Tejas Networks Ltd.,,0.2,0.19,6.3,175.21,175.21,0,50.63,7.09,0.96,0.66,0.18,,13.99,1.89,1.29,0.34,0.1,0.54,0.08,0,0.31,,6.53,4.97,1.17,0,0,0,0,,"9,240.39",10.63,75.98,11.47,0,3.32,11.47,0,
TERASOFT,Tera Software Ltd.,,2.77,2.77,2.96,86.21,86.21,0,104.54,12.19,12,6.92,2.77,,11.66,11.48,6.61,2.64,3.21,13.13,1.75,0.22,0.55,,1.93,1.93,0,0,0,0,0,,45.52,0.35,2.98,0.29,0,0.35,0.29,0.09,
TEXINFRA,Texmaco Infrastructure & Holdings Ltd.,,0.28,0.28,0.49,50.36,50.36,0.15,0.82,0.65,0.45,0.26,0.28,,79.3,54.48,31.85,34.47,0.56,0.83,0.52,0.03,0.01,,19.54,19.52,0,26.59,15.46,73.41,84.54,,655.68,62.89,79.31,60.87,73.4,0.99,60.87,0.01,
TEXMOPIPES,Texmo Pipes and Products Ltd.,,0.39,0.39,4.1,41.76,63.72,0,218.68,14.29,10.58,2.04,0.39,,6.53,4.83,0.93,0.17,0.92,13.26,0.36,0.15,2.08,,2.12,1.17,6.87,0,0,0,0,,138.67,0.22,3.32,0.2,0,1.06,0.2,0.01,
TEXRAIL,Texmaco Rail and Engineering Ltd.,,0.62,0.62,1.7,41.8,41.8,0.15,69.7,5.59,4.5,0.89,0.62,,8.02,6.45,1.28,0.88,1.47,9,0.59,0.73,0.75,,1.61,1.22,3.35,16.22,5.86,83.78,94.14,,"2,163.97",0.96,12.03,0.61,83.77,1.02,0.61,0.01,
TFCILTD,Tourism Finance Corp of India Ltd.,,9.73,9.73,9.92,112.55,112.55,2.4,25.61,22.32,22.13,12.1,9.73,,87.13,86.41,47.25,37.99,8.64,14.36,4.3,0.98,0.11,,3.07,3.07,0,12.33,12.1,87.67,87.9,,"1,579.92",6.83,7.83,2.78,87.66,0.63,2.78,0.14,
TGBHOTELS,TGB Banquets and Hotels Ltd.,,0.47,0.47,2.23,26.49,26.49,0,13.1,2.79,1.03,0.49,0.47,,21.31,7.83,3.76,3.55,1.75,3.64,1.08,0.12,0.3,,2.28,2.18,0,0,0,0,0,,31.94,0.83,3.9,0.61,0,0.3,0.61,0.06,
THANGAMAYL,Thangamayil Jewellery  Ltd.,,58.13,58.13,67.88,283.38,283.38,12,"2,297.84",113.89,104.13,78.68,58.12,,4.95,4.53,3.42,2.52,20.5,26.36,6.39,1.41,2.93,,1.58,0.18,3.15,18.92,16.2,81.08,83.8,,"1,848.21",0.59,11.83,0.44,81.07,3.54,0.44,0.06,
THEMISMED,Themis Medicare Ltd.,,47.05,46.97,58.45,306.24,306.24,5,385.02,85.81,74.4,64.01,47.04,,22.28,19.32,16.62,12.21,15.36,21.58,9.48,0.33,0.84,,1.91,1.42,1.48,10.62,8.55,89.38,91.45,,"1,146.56",3.24,14.52,3.03,89.37,3.81,3.03,0.04,
THOMASCOTT,Thomas Scott India Ltd.,,5.22,5.22,5.58,22.56,22.56,0,98.78,7.36,6.31,4.69,4.53,,7.45,6.39,4.74,4.58,20.07,13.15,4.22,0.32,1.11,,1.67,1.01,1.44,0,0,0,0,,20.25,0.32,4.33,0.36,0,1.57,0.36,0.13,
TI,Tilaknagar Industries Ltd.,,9.72,9.48,10.61,26.24,26.24,0.25,62.82,7.56,5.89,8.95,8.95,,12.02,9.37,14.24,14.24,34.1,18.83,16.49,0.52,1.17,,1.29,1.01,6.74,0.99,0.84,99.01,99.16,,"2,296.01",1.97,16.39,1.79,99,4.29,1.79,0.08,
TIDEWATER,Tide Water Oil Ltd.,,49.95,49.95,55.94,402.5,402.5,42,877.86,69.1,63.1,62.39,49.94,,7.87,7.18,7.1,5.68,12.4,14.6,9.04,0.01,1.62,,2.93,1.61,3.68,86.2,76.95,13.8,23.05,,"1,276.03",0.86,10.86,0.95,13.79,2.07,0.95,0.06,
TIIL,Technocraft Industries (India) Ltd.,,79.02,79.02,106.16,513.41,513.41,0,794.84,141.05,117.71,107.9,82.82,,17.74,14.8,13.57,10.42,16.13,21.82,9.82,0.44,0.98,,1.74,1.22,2.71,0,0,0,0,,"3,176.16",1.74,9.81,1.53,0,2.36,1.53,0.07,
TIJARIA,Tijaria Polypipes Ltd.,,-3.3,-3.3,-2.6,-8.44,-8.44,0,4.84,-1.44,-2.14,-3.3,-3.3,,-29.67,-44.21,-68.28,-68.28,0,-14.82,-15.36,-3.16,0.21,,1.71,1.69,3.43,0,0,0,0,,84.52,6.1,-20.57,0.91,0,-0.52,0.91,-0.75,
TIL,TIL Ltd.,,-88.01,-88.01,-79.09,-291.2,-291.2,0,43.7,-46.76,-55.68,-91.81,-88.02,,-107,-127.42,-210.1,-201.41,0,44.36,-25.19,-1.37,0.12,,0.41,0.12,0.08,0,0,0,0,,546.09,12.46,-11.64,3.35,0,-0.5,3.35,-0.6,
TIMESGTY,Times Guaranty Ltd.,,1.05,1.05,1.04,48.49,48.49,0,2.18,1.2,1.2,1.19,1.04,,55.01,55.01,54.75,47.77,2.14,2.47,2.14,0,0.05,,685.9,685.9,0,0,0,0,0,,24.17,12.33,22.41,22.59,0,1.01,22.6,0.02,
TIMETECHNO,Time Technoplast Ltd.,,4.92,4.89,9.6,72.29,72.29,1.25,99.16,13.77,9.09,6.61,4.92,,13.88,9.16,6.66,4.95,6.8,10.53,3.89,0.46,0.8,,1.73,1.17,3.23,20.33,10.41,79.67,89.59,,"2,464.31",1.1,7.92,0.78,79.66,1.07,0.78,0.06,
TIMKEN,Timken India Ltd.,,51.95,51.95,63.54,270.83,270.83,1.5,373.13,81.57,69.97,69.6,51.95,,21.86,18.75,18.65,13.92,19.18,24.71,15.28,0.01,1.18,,3.77,2.44,1.64,2.88,2.36,97.12,97.64,,"20,763.57",7.4,33.84,7.45,97.11,10.26,7.45,0.02,
TINPLATE,The Tinplate Co. of India Ltd.,,13.65,13.65,19.78,120.52,120.52,3,377.76,25.73,19.57,18.41,13.63,,6.81,5.18,4.87,3.6,11.3,14.56,7.41,0,2.03,,2.45,1.74,7.03,29.31,20.19,70.69,79.81,,"2,722.38",0.69,10.1,0.82,70.68,2.58,0.82,0.04,
TIPSINDLTD,Tips Industries Ltd.,,59.58,59.58,60.62,106.04,106.04,5,145.44,83.52,82.49,82.26,59.58,,57.42,56.71,56.56,40.96,56.19,75.98,39.71,0,1.1,,3.09,3.09,0,3.38,3.33,96.62,96.67,,"1,760.70",9.43,16.42,9.95,96.61,13.64,9.95,0.04,
TIRUMALCHM,Thirumalai Chemicals Ltd.,,11.67,11.67,14.61,93.95,93.95,1.5,180.4,21.48,18.55,15.26,11.67,,11.9,10.28,8.46,6.47,12.42,17.71,6.41,0.34,1.1,,1.1,0.73,5.48,21.41,17.11,78.59,82.89,,"1,981.26",1.07,9.01,0.95,78.58,1.83,0.95,0.07,
TITAGARH,TITAGARH RAIL SYSTEMS Ltd.,,8.64,8.64,10.53,80.53,80.53,0,232.54,25.78,23.9,13.28,8.64,,11.08,10.27,5.71,3.71,10.73,24.69,4.59,0.26,1.39,,1.22,0.79,5.61,0,0,0,0,,"3,299.70",1.19,10.7,1.13,0,3.26,1.13,0.03,
TITAN,Titan Company Ltd.,,37.54,37.54,41.54,134.76,134.76,10,430,56.96,52.87,50.17,37.45,,13.24,12.29,11.66,8.7,27.78,34.67,13.28,0.52,1.69,,1.8,0.5,1.81,19.98,18.01,80.02,81.99,,"229,331.90",5.99,45.24,5.85,80.01,18.66,5.85,0.01,
TNPETRO,Tamilnadu Petroproducts Ltd.,,9.93,9.93,12.29,85.33,85.33,1.5,238.99,16.37,14,13.24,9.93,,6.84,5.85,5.54,4.15,11.63,14.83,8.51,0.08,2.16,,2.86,2.02,7.91,30.22,24.4,69.78,75.6,,482.93,0.22,3.28,0.3,69.77,0.83,0.3,0.14,
TNTELE,Tamilnadu Telecommunications Ltd.,,-2.59,-2.59,-2.56,-32.61,-32.61,0,0,-0.55,-0.6,-2.62,-2.62,,0,0,0,0,0,2.08,-66.54,-0.21,0,,0.07,0.06,0,0,0,0,0,,55.88,0,-22.4,0,0,-0.17,0,-0.48,
TOKYOPLAST,Tokyo Plast International Ltd.,,-0.13,-0.13,3.22,61.97,61.97,0,79.49,5.63,2.28,0.2,-0.13,,7.08,2.86,0.24,-0.16,-0.21,3.28,-0.14,0.19,0.87,,2.29,1.31,1.74,0,0,0,0,,94.05,1.25,17.58,1.11,0,1.42,1.11,0,
TORNTPHARM,Torrent Pharmaceuticals Ltd.,,31.07,31.07,50.93,190.75,190.75,22,227.36,75.25,55.39,46.59,31.06,,33.09,24.36,20.49,13.66,16.28,19.81,8.16,0.71,0.64,,1.15,0.68,0.87,82.08,50.06,17.92,49.94,,"56,451.10",7.34,22.16,6.76,17.91,8.06,6.76,0.02,
TORNTPOWER,Torrent Power Ltd.,,43.77,43.77,65.8,229.28,229.28,26,391.92,96.93,74.9,60.99,43.77,,24.73,19.11,15.56,11.16,19.09,17.7,8.09,0.76,0.76,,1.06,0.94,0,50.26,33.43,49.74,66.57,,"32,595.63",1.73,7,1.3,49.73,2.22,1.3,0.09,
TPLPLASTEH,TPL Plastech Ltd.,,2.06,2.06,2.76,14.79,14.79,0.6,34.69,3.96,3.26,2.62,2.06,,11.42,9.4,7.56,5.92,13.89,17.44,7.14,0.33,1.26,,1.81,1.05,3.63,19.45,14.5,80.55,85.5,,258.89,0.96,8.37,0.84,80.54,1.96,0.84,0.07,
TREEHOUSE,Tree House Education and Accessories Ltd.,,-10.56,-10.56,-1.38,50.82,49.31,0,2.38,-1.17,-10.35,-12.31,-10.56,,-49.42,-435.6,-518.1,-444.25,-20.76,-20.97,-20.57,0,0.04,,2.92,2.92,0,0,0,0,0,,57.66,5.74,-11.61,5.82,0,0.27,5.82,-0.76,
TREJHARA,Trejhara Solutions Ltd.,,-68.98,-68.98,-68.9,169.13,169.13,0,45.04,10.8,10.71,-66.28,-68.98,,23.97,23.78,-147.14,-153.14,-40.78,6.26,-36.98,0,0.2,,2.36,2.36,0,0,0,0,0,,64.4,1.21,5.05,1.2,0,0.32,1.2,-1.27,
TRF,TRF Ltd.,,79.75,70.48,81.58,-5.38,-5.38,0,160.94,97.98,96.15,73.66,79.75,,60.88,59.74,45.77,49.55,"-1,482.81",86.59,30.86,-2.95,0.6,,1.13,1.07,0.67,0,0,0,0,,258.04,1.46,2.39,1,0,-29.81,1,0.5,
TRIDENT,Trident Ltd.,,0.84,0.84,1.44,8.1,8.1,0.36,12.3,1.85,1.24,1.09,0.83,,15.02,10.07,8.84,6.73,10.22,12,6.28,0.33,0.95,,1.35,0.64,2.91,42.71,24.61,57.29,75.39,,"15,260.69",2.43,16.2,2.27,57.28,3.45,2.27,0.03,
TRIGYN,Trigyn Technologies Ltd.,,1.4,1.4,2.72,61.46,61.46,0,56.04,4.12,2.8,2.26,1.4,,7.34,4.98,4.03,2.49,2.27,4.37,1.58,0.01,0.7,,1.69,1.55,0,0,0,0,0,,277.86,1.61,21.92,1.64,0,1.5,1.64,0.02,
TRIL,Transformers and Rectifiers India Ltd.,,2.8,2.8,4.5,28.85,28.85,0.15,102.58,8.87,7.17,3.65,2.8,,8.64,6.98,3.56,2.72,9.69,20.73,3.22,0.84,1.22,,1.4,1.05,4.15,5.36,3.33,94.64,96.67,,"1,064.01",0.78,9.05,0.56,94.63,1.99,0.56,0.05,
TRITURBINE,Triveni Turbine Ltd.,,4.49,4.49,5.15,19.66,19.66,0,34.08,6.77,6.18,6.15,4.56,,19.85,18.12,18.03,13.37,23.18,30.72,12.6,0,0.91,,1.68,1.29,3.84,0,0,0,0,,"10,394.19",9.6,48.32,9.79,0,16.96,9.79,0.01,
TRIVENI,Triveni Engineering and Industries Ltd.,,80.08,80.08,92.16,121.49,121.49,3.25,256.45,31.82,27.55,97.72,87.89,,12.4,10.74,38.1,34.27,72.34,20.34,44.27,0.31,1.34,,1.98,0.53,1.96,0,0,0,0,,"6,701.09",1.19,9.62,1.06,0,2.24,1.06,0.32,
TTKHLTCARE,TTK Healthcare Ltd.,,452.72,452.72,461.79,671.59,674.71,10,513.16,56.39,47.33,43.62,452.72,,10.98,9.22,8.5,88.22,67.41,6.97,54.67,0.03,0.84,,5.06,4.66,2.23,2.2,2.16,97.8,97.84,,639.44,0.88,8.03,2.01,97.79,1.54,2.01,0.44,
TTKPRESTIG,TTK Prestige Ltd.,,18.77,18.77,22.21,137.41,137.56,6,189.45,29.02,25.58,25.22,18.77,,15.31,13.5,13.31,9.9,13.66,17.79,10.62,0,1.11,,3.74,2.67,1.21,18.64,15.75,81.36,84.25,,"9,114.52",3.47,22.66,3.69,81.35,5.09,3.69,0.03,
TTL,TT Ltd.,,-5.89,-5.89,-4.44,18.22,31.23,0,94.44,5.29,3.83,-4.17,-5.89,,5.59,4.05,-4.41,-6.24,-32.35,6.24,-5.38,3.81,0.8,,1.28,0.57,0.97,0,0,0,0,,298.72,1.47,26.28,0.74,0,3.83,0.74,-0.08,
TTML,Tata Teleservices (Maharashtra) Ltd.,,-5.86,-5.86,-5.1,-127.82,-127.82,0,5.66,2.59,1.84,-5.86,-5.86,,45.76,32.45,-103.48,-103.48,0,-3.98,-94.54,-0.72,0.86,,0.03,0.03,0,0,0,0,0,,"30,658.80",27.72,60.56,9.81,0,-0.43,9.81,-0.11,
TVSELECT,TVS Electronics Ltd.,,5.11,5.11,8.91,54.58,54.58,0,189.54,11.43,7.62,6.88,5.1,,6.02,4.01,3.63,2.69,9.35,12.67,4.3,0.09,1.67,,1.41,0.85,2.32,0,0,0,0,,617.36,1.75,28.97,1.75,0,6.08,1.75,0.02,
TVSSRICHAK,TVS Srichakra Ltd.,,91.58,91.58,207,"1,358.17","1,358.17",32.05,"3,740.72",291.93,176.48,119.18,91.54,,7.8,4.71,3.18,2.44,6.73,9.28,2.91,0.61,1.2,,1.05,0.26,2.21,17.79,7.87,82.21,92.13,,"2,580.81",0.9,11.54,0.68,82.2,1.88,0.68,0.04,
TVVISION,TV Vision Ltd.,,-5.31,-5.03,-0.19,-16.51,-16.51,0,19.4,0.19,-4.93,-5.3,-5.31,,0.96,-25.42,-27.33,-27.35,0,30.66,-15.98,0,0.53,,0.14,0.14,0,0,0,0,0,,7.64,0.11,11.1,0.12,0,-0.14,0.12,-2.32,
UBL,United Breweries Ltd.,,11.48,11.48,19.43,149.82,149.82,7.5,283.35,25.1,17.14,15.71,11.48,,8.85,6.04,5.54,4.05,7.66,11.34,4.83,0,1.23,,1.62,0.99,3.59,91.48,54.03,8.52,45.97,,"37,279.41",4.98,56.18,5.03,8.51,9.51,5.03,0.01,
UCAL,Ucal Ltd.,,3.88,3.88,12.15,161.75,161.75,2,264.22,22.29,14.03,5.84,3.88,,8.43,5.3,2.2,1.47,2.4,7.31,1.29,0.43,0.88,,0.5,0.32,5.61,0,0,0,0,,392.91,0.67,7.97,0.41,0,0.67,0.41,0.04,
UCOBANK,UCO Bank,,1.56,1.56,1.74,19.2,21.55,0,14.76,1.56,,"8,134,629.14","858,299.20","186,748,970.27",,"55,037,475.21","5,807,101.96","1,263,510,806.67",,1.46,36.78,10.55,-3.66,0.61,8.11,2.44,39.63,5.86,0.83,-0.21,1.83,3.42,,"288,687.43",16.36,1.27,1.65,100,0.06,,
UFLEX,Uflex Ltd.,,33.75,33.75,70.04,402.03,402.03,3,938.76,105.49,69.2,43.92,33.75,,11.23,7.37,4.67,3.59,8.39,11.25,3.49,0.84,1.05,,1.34,1,5.78,8.88,4.28,91.12,95.72,,"4,614.19",0.68,6.06,0.36,91.11,0.83,0.36,0.1,
UGARSUGAR,Ugar Sugar Works Ltd.,,9.16,9.16,10.77,19.53,19.53,0.5,159.48,19.09,17.49,13.19,9.16,,11.97,10.96,8.27,5.74,46.9,52.61,11.26,1.58,1.73,,1.17,0.5,1.63,2.72,2.32,97.28,97.68,,"1,367.24",0.76,6.37,0.58,97.27,4.73,0.58,0.1,
UJJIVAN,Ujjivan Financial Services  Ltd.,,8.89,8.89,8.89,152.3,152.3,5,9.78,10.2,10.2,10.2,8.89,,104.31,104.3,104.3,90.89,5.83,6.69,5.83,0,0.07,,"5,616.64","5,616.64",0,56.25,56.24,43.75,43.76,,"2,943.78",24.74,23.72,26.2,43.75,1.68,26.2,0.03,
ULTRACEMCO,UltraTech Cement Ltd.,,170.53,170.44,261.05,"1,833.69","1,833.69",38,"2,124.30",367.89,277.16,251.01,170.32,,17.31,13.04,11.81,8.01,9.28,12.37,5.65,0.17,0.73,,0.98,0.71,1.51,22.22,14.49,77.78,85.51,,"227,715.01",3.71,21.44,3.59,77.77,4.16,3.59,0.02,
UMANGDAIRY,Umang Dairies Ltd.,,-1.48,-1.48,0.84,19.94,19.94,0,133.09,2.51,0.18,-2.03,-1.48,,1.88,0.13,-1.52,-1.11,-7.43,0.5,-1.97,1.24,1.86,,1.02,0.16,3.47,0,0,0,0,,180.29,0.62,32.69,0.44,0,2.93,0.44,-0.03,
