Symbol,Company Name,Per Share Ratios,Basic EPS (Rs.),Diluted EPS (Rs.),Cash EPS (Rs.),Book Value [ExclRevalReserve]/Share (Rs.),Book Value [InclRevalReserve]/Share (Rs.),Dividend / Share(Rs.),Revenue from Operations/Share (Rs.),PBDIT/Share (Rs.),PBIT/Share (Rs.),PBT/Share (Rs.),Net Profit/Share (Rs.),Profitability Ratios,PBDIT Margin (%),PBIT Margin (%),PBT Margin (%),Net Profit Margin (%),Return on Networth / Equity (%),Return on Capital Employed (%),Return on Assets (%),Total Debt/Equity (X),Asset Turnover Ratio (%),Liquidity Ratios,Current Ratio (X),Quick Ratio (X),Inventory Turnover Ratio (X),Dividend Payout Ratio (NP) (%),Dividend Payout Ratio (CP) (%),Earnings Retention Ratio (%),Cash Earnings Retention Ratio (%),Valuation Ratios,Enterprise Value (Cr.),EV/Net Operating Revenue (X),EV/EBITDA (X),MarketCap/Net Operating Revenue (X),Retention Ratios (%),Price/BV (X),Price/Net Operating Revenue,Earnings Yield,,,,,
MERCATOR,Mercator Ltd.,,0.17,0.17,0.18,-32.37,-32.37,0,0,0.14,0.14,0.14,0.17,,0,0,0,0,-0.53,-0.43,1.36,-0.23,0,,0.19,0.19,0,0,0,0,0,,277.58,0,64.03,0,0,-0.06,0,0.09,,,,,
MFSL,Max Financial Services Ltd.,,2.97,2.97,3.07,195.58,195.58,0,5.79,4.37,4.27,4.26,2.97,,75.46,73.72,73.65,51.38,1.52,2.17,1.51,0,0.03,,658.42,658.42,0,0,0,0,0,,"25,987.22",130.13,172.45,130.29,0,3.85,130.29,0,,,,,
MGL,Mahanagar Gas Ltd.,,60.43,60.43,80.3,364.18,364.18,25,360.42,102.26,82.39,81.62,60.43,,28.37,22.85,22.64,16.76,16.59,20.82,11.4,0,0.72,,1.39,1.37,0,15.71,11.83,84.29,88.17,,"7,235.53",2.03,7.16,2.16,84.28,2.14,2.16,0.08,,,,,
MHRIL,Mahindra Holidays and Resorts India Ltd.,,7.58,7.58,13.57,-13.79,28.24,0,48.07,17.24,11.24,10.18,7.57,,35.86,23.38,21.18,15.74,-54.88,4.05,2.32,0,0.15,,1.9,1.9,0,0,0,0,0,,"4,211.92",4.38,12.22,4.78,0,-16.67,4.78,0.03,,,,,
MINDACORP,Minda Corporation Ltd.,,6.7,6.7,11,48.87,48.87,1,114.43,13.03,8.72,7.45,6.7,,11.38,7.62,6.5,5.85,13.71,15.24,7.15,0.33,1.23,,1.37,0.92,4.12,9.73,5.93,90.27,94.07,,"5,119.81",1.87,16.45,1.81,90.26,4.23,1.81,0.03,,,,,
MINDTECK,Mindteck (India) Ltd.,,4.28,4.25,6.08,54.82,54.82,1,44.44,7.81,6,5.81,4.27,,17.57,13.5,13.06,9.61,7.79,10.26,6.46,0,0.7,,3.09,3.09,0,0,0,0,0,,308.43,2.7,15.36,2.95,0,2.39,2.95,0.03,,,,,
MIRZAINT,Mirza International Ltd.,,9.18,9.18,14.17,62.75,62.75,0,138.95,19.65,14.66,12.42,9.18,,14.14,10.55,8.93,6.6,14.62,17.12,7.79,0.1,1.29,,2.01,0.65,0.62,0,0,0,0,,"1,999.72",1.2,8.46,1.16,0,2.57,1.16,0.06,,,,,
MMFL,MM Forgings Ltd.,,38.01,38.01,62.91,239.28,239.28,6,457.58,91.26,66.36,55.05,38.01,,19.94,14.5,12.03,8.3,15.88,16.65,6.37,1.02,0.82,,1.29,0.88,2.89,15.78,9.53,84.22,90.47,,"2,411.04",2.18,10.94,1.85,84.21,3.54,1.85,0.04,,,,,
MODIRUBBER,Modi Rubber Ltd.,,2.09,2.09,3.13,139.49,139.49,0,0.86,4.15,3.11,2.88,2.09,,482.12,361.59,334.21,242.66,1.49,1.97,1.24,0.01,0.01,,2.73,2.73,0,0,0,0,0,,169.62,78.69,16.32,78.52,0,0.48,78.6,0.03,,,,,
MOHITIND,Mohit Industries Ltd.,,0.2,0.2,2.06,25.28,25.28,0,117.71,5.77,3.91,0.26,0.2,,4.9,3.32,0.21,0.17,0.79,10.28,0.29,1.46,1.8,,1.4,0.85,5.51,0,0,0,0,,79.92,0.48,9.79,0.17,0,0.78,0.17,0.01,,,,,
MOIL,MOIL Ltd.,,16.15,16.15,23.59,105.24,105.24,6,70.59,30.5,25.44,25.72,18.53,,43.21,36.03,36.43,26.24,17.6,23.43,14.61,0,0.48,,3.81,3.54,0.15,47.04,36.93,52.96,63.07,,"2,912.64",2.03,4.69,2.61,52.95,1.75,2.61,0.1,,,,,
MOLDTECH,Mold Tek Technologies Ltd.,,4.66,4.57,6.2,25.12,25.12,2,31.97,7.98,6.44,6.31,4.66,,24.95,20.13,19.72,14.58,18.56,24.06,14.83,0,1.1,,3.84,3.84,0,53.6,40.29,46.4,59.71,,220.45,2.44,9.78,2.53,46.39,3.22,2.53,0.06,,,,,
MOLDTKPAC,Mold-Tek Packaging Ltd.,,22.12,21.14,28.82,146.25,146.25,8,202.03,39.11,30.66,27.68,20.37,,19.36,15.17,13.69,10.08,13.92,19.11,11.08,0.1,1.25,,3.72,2.4,4.62,17.79,12.57,82.21,87.43,,"2,305.48",3.65,18.86,3.61,82.2,4.98,3.61,0.03,,,,,
MONTECARLO,Monte Carlo Fashions Ltd.,,55,55,72.97,331.54,331.54,20,436.19,99.13,81.16,73.59,55,,22.72,18.6,16.87,12.61,16.59,21.15,10.16,0.1,0.88,,2.48,1.59,0.94,27.27,20.55,72.73,79.45,,"1,002.08",1.11,4.88,1.11,72.72,1.46,1.11,0.11,,,,,
MORARJEE,Morarjee Textiles Ltd.,,-24.25,-24.25,-17.95,-25.65,-25.65,0,74.96,1.99,-4.31,-24.25,-24.25,,2.65,-5.74,-32.35,-32.35,0,-18.9,-14.05,-5.48,0.42,,0.34,0.22,1.78,0,0,0,0,,582.64,2.14,80.56,0.28,0,-0.81,0.28,-1.16,,,,,
MOTHERSON,Samvardhana Motherson International Ltd.,,3.33,3.33,3.03,68.46,68.46,0.65,11.83,2.91,2.45,2.04,2.58,,24.56,20.74,17.2,21.77,3.76,3.11,3.08,0.17,0.21,,1.49,1.16,5.45,40.7,34.62,59.3,65.38,,"67,671.83",12.66,51.53,11.78,59.29,2.04,11.78,0.02,,,,,
MOTOGENFIN,Motor and General Finance Ltd.,,-0.46,-0.46,-0.09,13.59,20.29,0,1.08,0.03,-0.33,-0.46,-0.46,,2.81,-31.03,-42.52,-42.52,-3.37,-1.1,-0.98,0.05,0.02,,1.83,0.03,0,0,0,0,0,,105.86,25.36,901.71,24.72,0,1.96,24.72,-0.02,,,,,
MPHASIS,MphasiS Ltd.,,65.93,65.27,73.72,236.8,236.8,46,393.43,97.34,89.39,86.26,65.77,,24.74,22.72,21.92,16.71,27.77,33.77,17.85,0.08,1.15,,2.01,2.01,0,98.56,87.93,1.44,12.07,,"63,240.47",8.56,34.59,8.58,1.43,14.26,8.58,0.02,,,,,
MRF,MRF Ltd.,,"1,526.34","1,526.34","4,360.26","32,493.56","32,493.56",150,"44,786.58","5,489.58","2,656.06","2,073.49","1,526.75",,12.25,5.93,4.62,3.4,4.69,7.1,2.85,0.15,0.84,,1.45,0.86,3.82,9.82,3.44,90.18,96.56,,"29,437.57",1.55,12.65,1.45,90.17,2,1.45,0.02,,,,,
MRPL,Mangalore Refinery and Petrochemicals Ltd.,,16.86,16.86,23.07,41.06,41.06,0,397.83,28.72,22.51,15.45,16.86,,7.21,5.65,3.88,4.23,41.06,17.85,7.37,2.93,1.97,,0.86,0.28,7.44,0,0,0,0,,"28,314.88",0.41,5.63,0.1,0,1.01,0.1,0.41,,,,,
MSPL,MSP Steel & Power Ltd.,,0.88,0.82,2.29,8.66,8.66,0,60.7,4.12,2.7,0.99,0.88,,6.77,4.45,1.63,1.45,10.17,9.09,1.93,2.47,1.44,,1.39,0.64,4.53,0,0,0,0,,"1,142.88",0.49,7.21,0.18,0,1.24,0.18,0.08,,,,,
MTNL,Mahanagar Telephone Nigam Ltd.,,-41.31,-41.31,-29.26,-296.13,-296.13,0,16.98,4.7,-7.35,-41.31,-41.31,,27.65,-43.29,-243.29,-243.29,0,35.8,-21.15,-1.43,0.08,,0.42,0.42,0,0,0,0,0,,"27,937.83",26.12,94.43,1.33,0,-0.08,1.33,-1.83,,,,,
MUNJALSHOW,Munjal Showa Ltd.,,3.04,3.04,6.15,159.36,159.36,4.5,265.01,6.6,3.48,3.47,3.04,,2.49,1.31,1.3,1.14,1.9,2.15,1.54,0,1.34,,3.76,3.23,10.21,148.12,73.14,-48.12,26.86,,374.22,0.35,14.18,0.37,-48.12,0.61,0.37,0.03,,,,,
MURUDCERA,Murudeshwar Ceramics Ltd.,,0.49,0.47,2.26,61.76,61.76,0,22.37,4.97,3.1,0.68,0.39,,22.2,13.84,3.02,1.74,0.63,4.56,0.45,0.24,0.26,,1.55,0.46,0.24,0,0,0,0,,213.73,1.74,7.83,1.13,0,0.41,1.13,0.02,,,,,
NACLIND,Nacl Industries Ltd.,,3.84,3.83,5.09,24.4,24.4,0.55,82.71,7.93,6.67,5.17,3.83,,9.58,8.06,6.24,4.63,15.71,21.75,5.39,0.91,1.38,,1.37,0.85,3.87,14.3,10.77,85.7,89.23,,"1,975.06",1.2,12.56,0.98,85.69,3.33,0.98,0.05,,,,,
NAGREEKEXP,Nagreeka Exports Ltd.,,4.96,4.96,10.78,87.23,87.23,0,441.08,23.17,17.35,6.46,4.95,,5.25,3.93,1.46,1.12,5.67,12.72,1.78,1.72,1.58,,1.25,0.59,2.19,0,0,0,0,,234.91,0.43,8.1,0.09,0,0.43,0.09,0.13,,,,,
NAHARCAP,Nahar Capital and Financial Services Ltd.,,18.17,18.17,18.78,480.03,480.03,3,21.94,25.13,24.52,24.46,18.17,,114.51,111.72,111.47,82.79,3.78,5.05,3.71,0,0.05,,116.03,113.74,0,16.51,15.97,83.49,84.03,,986.43,26.84,23.44,26.99,83.48,1.23,26.99,0.03,,,,,
NAHARINDUS,Nahar Industrial Enterprises Ltd.,,39.37,39.37,51.62,197.76,197.76,0,501.16,80.18,67.73,53.84,39.17,,15.99,13.51,10.74,7.81,19.8,27.37,8.62,0.86,1.19,,1.43,0.54,1.82,0,0,0,0,,"1,359.13",0.68,4.23,0.33,0,0.83,0.33,0.24,,,,,
NAHARPOLY,Nahar Poly Films Ltd.,,35.66,35.66,37.42,251.31,251.31,2.5,194.37,49.98,47.42,46.25,34.86,,25.71,24.39,23.79,17.93,13.86,14.73,10.15,0.27,0.77,,2.45,1.3,7.52,4.2,3.91,95.8,96.09,,"1,582.99",3.24,12.59,2.89,95.79,2.23,2.89,0.06,,,,,
NAHARSPING,Nahar Spinning Mills Ltd.,,139.5,139.5,159.98,443.29,443.29,3.5,995.36,226.82,205.92,186.87,139.09,,22.78,20.68,18.77,13.97,31.37,40.97,17.01,0.63,1.39,,1.56,0.63,2.39,2.15,1.87,97.85,98.13,,"2,851.44",0.79,3.48,0.51,97.84,1.15,0.51,0.27,,,,,
NATCOPHARM,Natco Pharma Ltd.,,7.63,7.63,15.21,229.69,229.69,4.5,96.87,16.85,9.27,8.54,7.62,,17.4,9.57,8.81,7.86,3.31,3.91,2.79,0.09,0.36,,3.34,2.27,0.71,59.02,29.58,40.98,70.42,,"14,108.83",7.98,45.87,7.82,40.97,3.3,7.82,0.01,,,,,
NATHBIOGEN,Nath Bio-Genes Ltd.,,-36,-36,-33.81,285.19,285.19,2,146.48,20.57,18.95,-33.35,-35.43,,14.04,12.93,-22.77,-24.19,-12.42,6.6,-9.07,0.17,0.36,,2.39,1.27,0,-5.64,-5.91,105.64,105.91,,494.24,1.78,12.64,1.46,105.64,0.75,1.46,-0.17,,,,,
NATIONALUM,National Aluminium Company Ltd.,,16.07,16.07,20.63,68.36,68.36,6.5,77.21,26.21,21.66,21.53,16.07,,33.95,28.05,27.88,20.81,23.51,28.05,17.08,0,0.89,,2.09,1.56,3.43,37.33,29.08,62.67,70.92,,"18,675.69",1.32,3.88,1.58,62.66,1.78,1.58,0.13,,,,,
NAUKRI,Info Edge India Ltd.,,693.25,689.2,696.37,"1,085.59","1,085.59",13,121.4,49.26,46.14,784.81,693.26,,40.57,38.01,646.47,571.05,63.85,3.93,55.18,0,0.15,,2.86,2.86,0,2.3,2.29,97.7,97.71,,"57,930.07",37.08,91.38,37.16,97.69,4.16,37.16,0.15,,,,,
NAVKARCORP,Navkar Corporation Ltd.,,4.47,4.47,8.18,125.04,125.04,0,56.9,13.18,9.47,5.49,4.47,,23.16,16.64,9.64,7.85,3.57,5.87,2.55,0.29,0.33,,0.92,0.88,0,0,0,0,0,,"1,044.51",1.22,5.27,0.56,0,0.26,0.56,0.14,,,,,
NAVNETEDUL,Navneet Education Ltd.,,6.45,6.45,7.93,49.83,49.83,1.5,46.88,8.42,6.97,8.83,6.48,,17.94,14.86,18.83,13.82,13,13.81,10.85,0.06,0.83,,3.58,1.4,1.24,15.48,12.65,84.52,87.35,,"2,071.28",1.95,10.88,1.91,84.51,1.8,1.91,0.07,,,,,
NBIFIN,NBI Industrial Finance Company Ltd.,,32.34,32.34,32.36,"8,704.54","8,704.54",0,49.91,44.34,44.32,44.32,32.34,,88.83,88.8,88.8,64.79,0.37,0.49,0.36,0,0.01,,"32,665.11","32,665.11",0,0,0,0,0,,539.24,43.98,49.51,44.48,0,0.26,44.48,0.01,,,,,
NCC,NCC Ltd.,,8.04,7.98,11.03,95.16,95.16,2,162.83,18.11,15.12,9.97,8.04,,11.12,9.28,6.12,4.93,8.44,15.47,3.54,0.2,0.75,,1.36,1.26,5.16,9.95,7.25,90.05,92.75,,"4,196.21",0.42,3.8,0.36,90.04,0.62,0.36,0.14,,,,,
NCLIND,NCL Industries Ltd.,,21.53,21.53,31.54,164.5,164.5,3,361.11,48.32,38.47,33.12,21.7,,13.37,10.65,9.17,6,13.18,15.45,6.66,0.43,1.18,,1.22,0.84,2.16,18.43,12.68,81.57,87.32,,"1,111.52",0.68,5.09,0.49,81.56,1.08,0.49,0.12,,,,,
NDGL,Naga Dhunseri Group Ltd.,,41.86,41.86,46.89,"1,951.25","1,951.25",2.5,65.38,52.97,47.95,43.55,41.86,,81.02,73.34,66.61,64.03,2.14,2.4,2.04,0,0.04,,40.88,40.88,0,0,0,0,0,,126.3,19.32,23.84,19.73,0,0.66,19.73,0.03,,,,,
NDL,Nandan Denim Ltd.,,4.7,4.7,7.79,37.39,37.39,0,150.93,12.41,9.32,6.4,4.7,,8.21,6.17,4.24,3.11,12.58,16.59,4.7,1.04,1.66,,1.38,1,7.51,0,0,0,0,,"1,413.55",0.65,7.9,0.41,0,1.67,0.41,0.08,,,,,
NDLVENTURE,NDL Ventures Ltd.,,-15.06,-15.06,39.92,139.26,139.26,4,208.4,56,3.76,-31.31,-12.31,,26.87,1.8,-15.02,-5.9,-8.84,1.57,-2.46,1.64,0.42,,0.16,0.14,0,-21.53,6.64,121.53,93.36,,"2,118.80",3.02,11.24,1.94,121.53,2.9,1.94,-0.03,,,,,
NECCLTD,North Eastern Carrying Corporation Ltd.,,0.85,0.85,1.59,19.71,19.71,0,49.89,3.08,2.34,1.13,0.85,,6.16,4.68,2.27,1.7,4.3,11.23,1.95,1.02,1.21,,1.77,1.77,0,0,0,0,0,,255.16,1.02,16.51,0.65,0,1.64,0.65,0.03,,,,,
NECLIFE,Nectar Lifesciences Ltd.,,8.13,8.13,3.67,48.46,48.46,0,74.39,7.59,5.05,1.53,1.13,,10.19,6.78,2.05,1.51,2.32,8.16,1.05,0.79,0.69,,1.56,0.69,1.41,0,0,0,0,,"1,381.53",0.83,8.12,0.32,0,0.5,0.32,0.05,,,,,
NELCAST,Nelcast Ltd.,,1.64,1.64,4.23,50.77,50.77,0.3,106.59,7.76,5.16,2.19,1.64,,7.27,4.83,2.05,1.53,3.22,7.23,1.48,0.63,1.03,,1.41,0.94,3.56,12.23,4.72,87.77,95.28,,731.4,0.79,10.84,0.55,87.76,1.16,0.55,0.03,,,,,
NEOGEN,Neogen Chemicals Ltd.,,18.74,18.74,22.62,176.15,176.15,2.75,195.37,35.26,30.57,22.92,17.93,,18.04,15.64,11.73,9.17,10.17,13.11,5.59,0.45,0.75,,2.26,1.37,2.23,11.73,9.3,88.27,90.7,,"4,504.16",9.24,51.22,8.93,88.26,9.91,8.93,0.01,,,,,
NESCO,NESCO Ltd.,,26.86,26.86,30.87,240.57,240.57,3,47.89,37.47,33.46,32.15,26.86,,78.25,69.86,67.13,56.08,11.16,12.45,9.61,0,0.18,,3.7,3.6,3.41,11.17,9.71,88.83,90.29,,"3,888.88",11.53,14.73,11.55,88.82,2.3,11.55,0.05,,,,,
NEWGEN,Newgen Software Technologies Ltd.,,22.47,22.32,24.64,110.58,110.58,4.5,102.21,30.35,28.15,27.69,22.43,,29.69,27.53,27.08,21.94,20.28,23.9,15.48,0.01,0.77,,3.42,3.42,0,15.69,14.29,84.31,85.71,,"3,019.21",4.25,14.31,4.56,84.3,4.21,4.56,0.05,,,,,
NFL,National Fertilizers Ltd.,,2.21,2.21,9.03,46.51,46.51,0,323.23,12.48,5.66,2.95,2.21,,3.86,1.75,0.91,0.68,4.74,5.43,1,1.39,1.65,,1.03,0.63,4.62,0,0,0,0,,"5,743.28",0.36,9.38,0.16,0,1.14,0.16,0.04,,,,,
NH,Narayana Hrudayalaya Ltd.,,6.58,6.58,12.35,59.95,59.95,1,118.03,17.76,11.95,10.06,6.54,,15.04,10.12,8.51,5.53,10.9,13.78,5.85,0.31,1.1,,0.78,0.72,0,0,0,0,0,,"15,525.55",6.44,42.78,6.33,0,12.45,6.33,0.01,,,,,
NIACL,New India Assurance Company Ltd.,,1,1,1.5,151.47,151.47,0.3,216.27,1.65,1.15,0.97,1,,0.76,0.53,0.44,0.46,0.65,0.48,0.17,0,0.38,,0.41,0.41,0,0,0,0,0,,"5,903.84",0.17,21.65,0.52,0,0.74,0.52,0.01,,,,,
NIBL,NRB Industrial Bearings Ltd.,,-4.05,-4.05,-0.29,-1.77,-1.77,0,28.66,2.94,-0.82,-4.05,-4.05,,10.25,-2.86,-14.14,-14.14,0,-3.91,-7.59,-26.6,0.53,,0.58,0.31,1.3,0,0,0,0,,173.34,2.5,24.34,0.94,0,-15.16,0.94,-0.15,,,,,
NILAINFRA,Nila Infrastructures Ltd.,,0.06,0.06,0.11,3.72,3.72,0,2.37,0.52,0.47,0.09,0.06,,21.75,19.75,3.9,2.68,1.71,7.53,0.61,0.74,0.24,,1.36,1.16,0,0,0,0,0,,332.03,3.56,16.35,2.41,0,1.53,2.41,0.01,,,,,
NILKAMAL,Nilkamal Ltd.,,53.14,53.14,118.07,750.42,750.42,15,"1,658.89",153.36,88.42,69.69,53.14,,9.24,5.33,4.2,3.2,7.08,9.06,4.34,0.15,1.45,,2.75,1.13,2.11,18.81,8.46,81.19,91.54,,"3,138.86",1.27,13.72,1.22,81.18,2.71,1.22,0.03,,,,,
NITCO,Nitco Ltd.,,-17.46,-17.46,-13.34,-27.1,-27.1,0,56.87,-4.39,-8.56,-17.52,-17.52,,-7.71,-15.05,-30.79,-30.79,0,-793.28,-14.96,-3.39,0.47,,0.5,0.25,0.13,0,0,0,0,,964.53,2.36,-30.58,0.4,0,-0.85,0.4,-0.76,,,,,
NITINSPIN,Nitin Spinners Ltd.,,58.01,58.01,73.56,155.78,155.78,4,478.89,116.23,100.69,90.03,58.01,,24.27,21.02,18.8,12.11,37.23,40.05,17.87,0.79,1.54,,1.83,0.85,4.13,5.17,4.07,94.83,95.93,,"1,963.57",0.73,3,0.47,94.82,1.46,0.47,0.26,,,,,
NKIND,NK Industries Ltd.,,-3.1,-3.1,4.14,-829.71,-565.39,0,3.99,3.12,-4.12,-4.13,-3.1,,78.01,-103.26,-103.37,-77.64,0,-0.85,-0.63,0,0.01,,7.34,6.94,0,0,0,0,0,,18.94,7.89,10.12,8.49,0,-0.04,8.49,-0.09,,,,,
NOCIL,NOCIL Ltd.,,10.57,10.54,13.39,86.08,86.08,3,94.33,17.27,14.45,14.38,10.56,,18.31,15.31,15.24,11.19,12.27,15.47,9.68,0,0.92,,3.19,1.91,3.8,18.91,14.92,81.09,85.08,,"4,139.72",2.63,14.39,2.64,81.08,2.9,2.64,0.04,,,,,
NORBTEAEXP,Norben Tea and Exports Ltd.,,-0.23,-0.23,0.22,12.43,12.43,0,5.08,0.83,0.39,-0.17,-0.23,,16.42,7.67,-3.39,-4.46,-1.82,2.27,-1.1,0.53,0.25,,0.43,0.16,0,0,0,0,0,,10.17,1.71,10.38,0.43,0,0.18,0.43,-0.1,,,,,
NRAIL,NR Agarwal Industries Ltd.,,35.85,35.85,56.07,314.97,314.97,0,949.82,90.63,70.41,55.59,35.85,,9.54,7.41,5.85,3.77,11.38,17.64,6.09,0.27,1.67,,1.43,0.95,6.81,0,0,0,0,,587.67,0.36,3.81,0.28,0,0.84,0.28,0.14,,,,,
NRBBEARING,NRB Bearings Ltd.,,7.24,7.24,10.6,59.56,59.56,2,94.31,14.96,11.6,9.6,7.24,,15.86,12.29,10.17,7.67,12.15,17.01,6.95,0.47,0.96,,1.69,0.96,1.9,6.91,4.71,93.09,95.29,,"1,330.77",1.46,9.18,1.22,93.08,1.93,1.22,0.06,,,,,
NTPC,NTPC Ltd.,,16.62,15.26,28.2,132.06,132.06,7,119.77,38.93,27.35,19.77,16.62,,32.5,22.83,16.5,13.87,12.58,9.15,4.54,1.33,0.33,,0.95,0.8,0,24.07,14.18,75.93,85.82,,"299,048.05",2.57,7.92,1.13,75.92,1.02,1.13,0.12,,,,,
NUCLEUS,Nucleus Software Exports Ltd.,,14.7,14.7,20.67,175.32,175.32,7,167.37,26.33,21.39,21.24,15.73,,15.73,12.77,12.69,9.39,8.97,11.61,6.01,0,0.58,,2.02,2.02,0,41.37,31.48,58.63,68.52,,"1,075.08",2.4,15.25,2.48,58.62,2.37,2.48,0.04,,,,,
OAL,ORIENTAL AROMATICS Ltd.,,16.06,16.06,21.1,180.11,180.11,1.5,258.16,29.07,24.03,22.81,16.06,,11.26,9.3,8.83,6.22,8.91,11.88,6.24,0.23,1.08,,2.98,1.44,2.39,9.33,7.1,90.67,92.9,,"2,506.42",2.88,25.62,2.73,90.66,3.92,2.73,0.02,,,,,
OCCL,Oriental Carbon and Chemicals Ltd.,,39.99,39.99,63.01,557.64,557.64,14,388.17,83.6,60.58,54.9,39.99,,21.53,15.6,14.14,10.3,7.17,8.77,4.8,0.33,0.48,,1.81,1.39,2.84,42.51,26.97,57.49,73.03,,979.88,2.53,11.73,2.06,57.48,1.44,2.06,0.05,,,,,
OFSS,Oracle Financial Services Software Ltd.,,210.19,209.08,217.89,672.78,672.78,190,451.75,283.77,275.88,275.51,210,,62.81,61.07,60.98,46.48,31.21,39.62,28.11,0,0.62,,9.85,9.85,0,95.09,91.65,4.91,8.35,,"27,569.33",7.08,11.26,7.95,4.9,5.34,7.95,0.06,,,,,
OIL,Oil India Ltd.,,35.85,35.85,49.65,275.64,275.64,14.25,133.99,67.01,53.2,45.98,35.85,,50,39.7,34.31,26.75,13,12.69,7.8,0.39,0.29,,1.32,1.07,0,29.98,21.65,70.02,78.35,,"36,814.99",2.53,5.07,1.78,70.01,0.86,1.78,0.15,,,,,
OILCOUNTUB,Oil Country Tubular Ltd.,,-11.52,-11.52,-7.21,-28.71,-28.52,0,0,-1.64,-6.02,-11.59,-11.59,,0,0,0,0,0,-87.04,-20.97,-1.75,0,,0.51,0.37,0,0,0,0,0,,263.72,0,-36.24,0,0,-0.32,0,-1.24,,,,,
OLECTRA,Olectra Greentech Ltd.,,4.35,4.35,7.38,95.16,95.16,0.4,71.32,10.81,7.78,6.34,4.35,,15.15,10.91,8.89,6.09,4.57,7.36,3.06,0.08,0.57,,2.56,2.36,6.86,0,0,0,0,,"5,358.61",9.15,60.39,9.38,0,7.03,9.38,0.01,,,,,
ONGC,Oil and Natural Gas Corporation Ltd.,,32.04,32.04,46.41,188.51,188.51,10.5,87.69,48.87,34.5,32.62,32.04,,55.72,39.34,37.2,36.53,16.99,14.43,11.95,0.03,0.34,,0.98,0.77,0.4,28.4,19.6,71.6,80.4,,"212,351.43",1.92,3.45,1.87,71.59,0.87,1.87,0.2,,,,,
ONWARDTEC,Onward Technologies Ltd.,,4.97,4.79,8.42,67.26,67.26,3,106.44,10.55,6.37,5.91,4.23,,9.91,5.98,5.55,3.97,6.29,8.58,4.34,0,1.41,,2.36,2.36,0,56.27,28.31,43.73,71.69,,743.64,3.17,32,3.38,43.72,5.36,3.38,0.01,,,,,
OPTIEMUS,Optiemus Infracom Ltd.,,2.16,2.16,2.17,43.61,43.61,0,50.08,3.42,3.41,3,2.16,,6.82,6.81,5.99,4.31,4.94,7.78,3.45,0.05,0.89,,2.41,2.39,0,0,0,0,0,,"2,745.76",6.39,93.63,6.37,0,7.31,6.37,0.01,,,,,
ORBTEXP,Orbit Exports Ltd.,,5.8,5.8,10.13,66.75,66.75,0,44.96,12.93,8.6,7.7,5.8,,28.76,19.13,17.12,12.9,8.69,10.52,5.94,0.21,0.51,,2.14,1.43,2.12,0,0,0,0,,359.53,2.92,10.15,2.72,0,1.84,2.72,0.05,,,,,
ORIENTALTL,Oriental Trimex Ltd.,,-1.88,-1.88,-1.54,15.25,24.74,0,6.5,0.5,-0.02,-1.88,-2.06,,7.67,-0.23,-28.98,-31.65,-13.48,-0.06,-4.8,0.14,0.15,,1.47,0.73,0.01,0,0,0,0,,39.54,2.13,27.81,1.82,0,0.77,1.82,-0.17,,,,,
ORIENTBELL,Orient Bell Ltd.,,21.57,21.26,35.8,195.25,195.25,1,453.42,40.69,26.4,23.55,21.51,,8.97,5.82,5.19,4.74,11.01,12.02,6.91,0.03,1.48,,1.71,1.19,1.48,2.31,1.39,97.69,98.61,,697.84,1.07,11.89,1.11,97.68,2.59,1.11,0.04,,,,,
ORIENTELEC,Orient Electric Ltd.,,5.97,5.95,8.19,25.51,25.51,2,115.38,11.17,8.96,8,5.97,,9.68,7.76,6.93,5.17,23.39,30.89,10.66,0.03,2.08,,1.56,0.99,2.93,33.49,24.41,66.51,75.59,,"6,689.61",2.73,28.21,2.79,66.5,12.61,2.79,0.02,,,,,
ORIENTPPR,Orient Paper and Industries Ltd.,,-1.36,-1.36,0.11,73.18,73.18,0.25,27.6,-0.36,-1.83,-2.07,-1.36,,-1.32,-6.64,-7.49,-4.93,-1.85,-2.06,-1.32,0.13,0.28,,0.46,0.23,2.5,-18.36,228.13,118.36,-128.13,,928.48,1.59,-120.06,1.25,118.36,0.47,1.25,-0.04,,,,,
ORISSAMINE,Orissa Minerals Development Company Ltd.,,-24.16,-24.16,1.37,5.88,5.88,0,137.8,52.66,27.14,-22.62,-24.16,,38.21,19.69,-16.41,-17.53,-410.57,12,-3.11,94.43,0.19,,0.66,0.6,0,0,0,0,0,,"1,880.51",22.74,59.51,20.68,0,484.34,20.68,-0.01,,,,,
OSWALGREEN,Oswal Greentech Ltd.,,1.79,1.79,1.93,96.7,96.7,1.5,0.94,2.57,2.43,2.38,1.79,,274.54,259.63,254.79,191.77,1.85,2.5,1.82,0,0.01,,14.84,11.16,0,0,0,0,0,,585.54,24.38,8.88,24.54,0,0.24,24.55,0.08,,,,,
PAGEIND,Page Industries Ltd.,,481.03,481.03,539.72,976,976,370,"3,484.37",723.01,664.31,635.44,481.02,,20.74,19.06,18.23,13.8,49.28,63.29,25.46,0,2.04,,1.67,0.63,1.32,62.36,55.58,37.64,44.42,,"47,893.62",12.32,59.39,12.4,37.63,44.25,12.4,0.01,,,,,
