Symbol,Company Name,INCOME,Revenue From Operations [Gross],Less: Excise/Sevice Tax/Other Levies,Revenue From Operations [Net],Total Operating Revenues,Other Income,Total Revenue,EXPENSES,Cost Of Materials Consumed,Purchase Of Stock-In Trade,Operating And Direct Expenses,"Changes In Inventories Of FG,WIP And Stock-In Trade",Employee Benefit Expenses,Finance Costs,Depreciation And Amortisation Expenses,Other Expenses,Total Expenses,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",Exceptional Items,Profit/Loss Before Tax,Tax Expenses-Continued Operations,Current Tax,Less: MAT Credit Entitlement,Deferred Tax,Tax For Earlier Years,Total Tax Expenses,Profit/Loss After Tax And Before ExtraOrdinary Items,Profit/Loss From Continuing Operations,Profit/Loss For The Period,OTHER ADDITIONAL INFORMATION,EARNINGS PER SHARE,Basic EPS (Rs.),Diluted EPS (Rs.),"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",Imported Raw Materials,Indigenous Raw Materials,"STORES, SPARES AND LOOSE TOOLS",Imported Stores And Spares,Indigenous Stores And Spares,DIVIDEND AND DIVIDEND PERCENTAGE,Equity Share Dividend,Tax On Dividend,Equity Dividend Rate (%)
SURANASOL,Surana Solar Ltd.,,42.18,0,42.18,42.18,4.78,46.96,,40.12,0,1.74,-4.27,0.91,0.19,2.63,2.34,43.65,3.31,0,3.31,,1.2,0,-0.17,0,1.03,2.28,2.28,2.28,,,0.46,0.46,,25.94,14.18,,0,0.0,,0,0.0,0
SURYAROSNI,Surya Roshni Ltd.,,"7,973.87",0,"7,973.87","7,995.95",5.22,"8,001.17",,"5,855.06",429.18,0,-62.31,372.36,44.84,115.41,787.7,"7,542.24",458.93,0,458.93,,113.34,0,10.31,0,123.65,335.28,335.28,335.28,,,62.74,61.62,,390.41,"5,417.71",,0,0.0,,38.08,0.0,70
SUTLEJTEX,Sutlej Textiles and Industries Ltd.,,"2,991.79",0,"2,991.79","3,039.17",24.72,"3,063.89",,"1,790.30",37.97,0,-193.54,427.31,56.63,125.41,712.79,"2,956.87",107.02,-56,51.02,,14.57,0,13.61,0,28.18,22.84,22.84,22.84,,,1.39,1.39,,0,0,,0,0.0,,30.31,0.0,100
SUVEN,Suven Life Sciences Ltd.,,13.54,0,13.54,13.54,8.45,21.99,,0,0,0,0,15.77,0.29,6.54,25.51,48.12,-26.13,6,-20.13,,0,0,0,0,0,-20.13,-20.13,-20.13,,,-1.13,-1.13,,0,0,,0,0.0,,0,0.0,0
SUZLON,Suzlon Energy Ltd.,,"3,538.14",0,"3,538.14","3,590.44",192.22,"3,782.66",,"2,662.97",0,0,77.53,252.51,441.56,190.04,537.37,"4,161.98",-379.32,"2,542.08","2,162.76",,0,0,0,0,0,"2,162.76","2,162.76","2,162.76",,,2.01,2.01,,0,0,,0,0.0,,0,0.0,0
SWANENERGY,Swan Energy Ltd.,,244.85,0,244.85,547.23,2.5,549.73,,489.01,0,0,-10.54,15.49,17.55,7.99,25.43,544.93,4.8,0,4.8,,1.46,0,-0.29,0,1.17,3.64,3.64,3.64,,,0.14,0.14,,0,0,,0,0.0,,2.64,0.0,10
SWARAJENG,Swaraj Engines Ltd.,,"1,414.46",0,"1,414.46","1,421.82",11.95,"1,433.78",,"1,137.68",0,0,-3.88,43.71,0.08,18.54,57.9,"1,254.03",179.74,0,179.74,,47.5,0,-1.37,0,46.13,133.61,133.61,133.61,,,110.02,109.99,,0,0,,0,0.0,,97.16,0.0,920
SYMPHONY,Symphony Ltd.,,881.57,0,881.57,884.49,46.11,930.6,,0,508.22,0,-47.14,72.95,0.77,5.58,174.08,714.46,216.14,0,216.14,,50.14,0,1.25,-0.05,51.34,164.8,164.8,164.8,,,23.56,23.56,,0,0,,0,0.0,,69.96,0.0,250
SYNGENE,Syngene International Ltd.,,"3,080.40",0,"3,080.40","3,193.50",70.9,"3,264.40",,902.2,0,0,-42,812.2,45.2,359.1,586.8,"2,663.50",600.9,0,600.9,,104.7,-10.9,12.3,0,127.9,473,473,473,,,11.81,11.72,,0,0,,0,0.0,,40.1,0.0,5
TAINWALCHM,Tainwala Chemicals and Plastics (India) Ltd.,,12.83,0,12.83,12.83,9.77,22.61,,2.71,7.81,0,1.38,1.38,0.01,0.44,4.98,18.72,3.89,0,3.89,,0.24,0,0,0.37,0.61,3.28,3.28,3.28,,,3.5,3.5,,0,0,,0,0.0,,0,0.0,0
TAJGVK,Taj GVK Hotels & Resorts Ltd.,,383.58,0,383.58,383.58,28.78,412.36,,0,0,145.43,0,68.99,15.43,13.81,50.21,294.67,117.7,0,117.7,,33.2,0,4.68,0,37.88,79.82,79.82,79.82,,,12.68,12.68,,0,0,,0,0.0,,0,0.0,50
TAKE,Take Solutions Ltd.,,56.23,0,56.23,56.23,9.07,65.29,,0,0,45.94,0,2.78,0.62,1.11,4.72,55.15,10.14,-5.44,4.7,,0.92,0,-0.52,0.01,0.41,4.29,4.29,4.29,,,0.29,0.29,,0,0,,0,0.0,,0,0.0,0
TALBROAUTO,Talbros Automotive Components Ltd.,,606.79,0,606.79,647.18,6.2,653.38,,353.17,4.97,0,-7.02,70.69,11.36,23.72,138.07,594.97,58.41,0,58.41,,15.17,0,-0.53,0.07,14.71,43.7,43.7,43.7,,,35.4,35.4,,0,0,,0,0.0,,3.09,0.0,30
TARAPUR,Tarapur Transformers Ltd.,,3.49,0,3.49,3.49,0.71,4.2,,0.07,2.39,0.06,0,0.28,0.27,0.9,23.14,27.13,-22.92,0,-22.92,,0,0,0,0.01,0.01,-22.94,-22.94,-22.94,,,-11.76,-11.76,,0,0,,0,0.0,,0,0.0,0
TARMAT,Tarmat Ltd.,,143.66,0.00,143.66,143.66,4.16,147.82,,63.41,0.00,62.56,0.00,9.37,0.38,1.04,6.31,143.05,4.77,0.00,4.77,,0.00,0.00,-0.13,0.0,-0.13,4.90,7.42,7.42,,,3.57,2.37,,0.0,0.00,,0.0,0.0,,0.00,0.0,0.00
TATACHEM,Tata Chemicals Ltd.,,"4,915.00",0,"4,915.00","4,930.00",301,"5,231.00",,"1,138.00",130,0,-107,274,26,245,"2,260.00","3,966.00","1,265.00",0,"1,265.00",,239,0,-1,0,238,"1,027.00","1,027.00","1,027.00",,,40.31,40.31,,0,0,,0,0.0,,318,0.0,175
TATACOFFEE,Tata Coffee Ltd.,,"1,006.13",0,"1,006.13","1,023.32",68.02,"1,091.34",,362.6,144.19,0,-57.17,236.39,9.07,25.53,230.87,951.48,139.86,147.04,286.9,,58.63,0,-3.06,0,55.57,231.33,231.33,231.33,,,12.39,12.39,,0,0,,0,0.0,,37.35,0.0,300
TATACOMM,Tata Communications Ltd.,,"7,236.28",0,"7,236.28","7,236.28",497.02,"7,733.30",,0,0,"2,511.53",0,"1,553.18",90.04,996.03,"1,325.47","6,476.25","1,257.05",-276.02,981.03,,325.51,0,-10.63,0,314.88,666.15,666.15,666.15,,,23.37,23.37,,0,0,,0,0.0,,589.95,0.0,210
TATACONSUM,TATA Consumer Products Ltd.,,"8,408.27",0,"8,408.27","8,538.82",158.8,"8,697.62",,"3,084.23","2,273.21",173.29,-122.27,394.02,29.36,145.9,"1,413.43","7,391.17","1,306.45",-39.08,"1,267.37",,257.75,0,59.55,0,317.3,950.07,950.07,950.07,,,10.27,10.27,,0,0,,0,0.0,,557.54,0.0,845
TATAELXSI,Tata Elxsi Ltd.,,"3,144.72",0,"3,144.72","3,144.72",73.81,"3,218.53",,165.08,21.03,0,0.18,"1,597.77",16.2,81.39,399.37,"2,281.03",937.5,0,937.5,,183.19,0,-0.88,0,182.31,755.19,755.19,755.19,,,121.26,121.26,,0,0,,0,0.0,,264.67,0.0,606
TATAMETALI,Tata Metaliks Ltd.,,"3,246.09",0,"3,246.09","3,259.57",13.64,"3,273.21",,"2,276.18",0,0,-69.39,163.52,32.74,77.29,692.17,"3,172.51",100.7,0,100.7,,17.78,0,2.37,0,20.15,80.54,80.54,80.54,,,25.51,25.51,,0,0,,0,0.0,,25.26,0.0,50
TATAMOTORS,Tata Motors Ltd.,,"65,298.84",0.00,"65,298.84","65,757.33",820.94,"66,578.27",,"42,226.81","6,561.32",899.06,484.69,"4,021.63","2,047.51","1,766.86","8,099.50","65,040.65","1,537.62",-282.82,"1,254.80",,81.60,0.00,"-1,554.93",0.0,"-1,473.33","2,728.13","2,728.13","2,728.13",,,7.11,7.11,,0.0,0.00,,0.0,0.0,,0.00,0.0,100.00
TATASTEEL,Tata Steel Ltd.,,"127,466.52",0,"127,466.52","129,006.62","3,325.48","132,332.10",,"54,011.50","7,467.30",0,"-1,142.06","6,616.29","3,792.14","5,434.61","38,870.96","110,531.40","21,800.70",-778.78,"21,021.92",,"4,928.05",0,598.76,0,"5,526.81","15,495.11","15,495.11","15,495.11",,,12.68,12.67,,0,0,,0,0.0,,"6,233.11",0.0,360
TCIEXP,TCI Express Ltd.,,"1,241.01",0,"1,241.01","1,241.01",7.17,"1,248.18",,0,0,849.7,0,124.29,1.81,15.31,72.54,"1,063.65",184.53,0,184.53,,42.14,0,3.11,0,45.25,139.28,139.28,139.28,,,36.24,36.2,,0,0,,0,0.0,,30.76,0.0,400
TCNSBRANDS,TCNS Clothing Co Ltd.,,"1,201.05",0,"1,201.05","1,201.59",16.01,"1,217.60",,500.77,25.18,0,-125.52,186.73,52.02,120.82,488.82,"1,248.81",-31.21,0,-31.21,,0,0,-7.62,-6.05,-13.67,-17.55,-17.55,-17.55,,,2.75,2.75,,0,0,,0,0.0,,0,0.0,0
TCPLPACK,TCPL Packaging Ltd.,,"1,400.01",0.00,"1,400.01","1,431.85",9.98,"1,441.84",,871.47,1.22,145.64,-4.72,115.48,43.62,60.95,67.08,"1,300.75",141.09,17.28,158.36,,38.25,0.00,3.01,-0.44,40.82,117.54,117.54,117.54,,,129.17,129.17,,0.0,0.00,,0.0,0.0,,9.10,0.0,200.00
TCS,Tata Consultancy Services Ltd.,,"190,354.00",0,"190,354.00","190,354.00","5,328.00","195,682.00",,0,0,"1,416.00",0,"96,218.00",695,"3,940.00","41,723.00","143,992.00","51,690.00",0,"51,690.00",,"12,946.00",0,-362,0,"12,584.00","39,106.00","39,106.00","39,106.00",,,106.88,106.88,,0,0,,0,0.0,,"41,347.00",0.0,"11,500.00"
TDPOWERSYS,TD Power Systems Ltd.,,798.49,0,798.49,821.48,22,843.49,,549.03,0,-4.37,21.68,80.52,1.06,19.64,56,723.56,119.92,-0.51,119.42,,35.78,0,-4.82,0,30.96,88.46,88.46,88.46,,,5.7,5.68,,0,0,,0,0.0,,18.73,0.0,50
TEAMLEASE,TeamLease Services Ltd.,,"6,876.18",0,"6,876.18","6,876.18",52.95,"6,929.12",,0,0,0,0,"6,717.82",4.76,23.47,81.58,"6,827.62",101.51,-2.33,99.18,,1.66,0,0.32,0,1.98,97.2,97.2,97.2,,,56.85,56.85,,0,0,,0,0.0,,0,0.0,0
TECHIN,Techindia Nirman Ltd.,,0,0,0,0,0,0,,0,0,0,-11.24,0.12,0,0.03,11.45,0.35,-0.35,0,-0.35,,0,0,0,0,0,-0.35,-0.35,-0.35,,,-0.22,-0.22,,0,0,,0,0.0,,0,0.0,0
TECHM,Tech Mahindra Ltd.,,"42,657.30",0,"42,657.30","42,657.30","1,128.30","43,785.60",,0,0,"17,036.80",0,"14,969.30",180.8,812.9,"5,330.90","38,881.50","4,904.10",0,"4,904.10",,"1,202.70",0,-76.1,0,"1,126.60","3,777.50","3,777.50","3,777.50",,,38.69,38.54,,0,0,,0,0.0,,"4,670.50",0.0,"1,000.00"
TECHNOE,Techno Electric & Engineering Company Ltd Ltd.,,964.48,0,964.48,966.62,74.3,"1,040.92",,0,0,766.75,-34.41,42.19,10.66,7.24,73.64,866.07,174.85,0,174.85,,44.01,0,1.74,0.98,46.73,128.13,128.13,218.37,,,19.99,19.99,,0,0,,0,0.0,,21.99,0.0,300
TECILCHEM,Tecil Chemicals and Hyd. Ltd.,,0,0,0,0,0,0,,0,0,0,0,0.1,0,0.03,1.28,1.4,-1.4,0,-1.4,,0,0,0,0,0,-1.4,-1.4,-1.4,,,-0.74,-0.74,,0,0,,0,0.0,,0,0.0,0
TEJASNET,Tejas Networks Ltd.,,869.08,0,869.08,869.08,79.14,948.22,,529.92,31.82,0,-1.84,172.16,5.2,105.13,94.54,936.93,11.29,0,11.29,,0,0,8.25,0,8.25,3.04,3.04,3.04,,,0.2,0.19,,0,0,,0,0.0,,0,0.0,0
TERASOFT,Tera Software Ltd.,,116.58,0,116.58,130.8,25.16,155.96,,0,0,84.56,2.62,17.52,6.36,0.23,36.01,147.3,8.66,0,8.66,,1.9,0,0.52,2.77,5.19,3.47,3.47,3.47,,,2.77,2.77,,0,0,,0,0.0,,0,0.0,0
TEXINFRA,Texmaco Infrastructure & Holdings Ltd.,,10.43,0,10.43,10.43,9.26,19.68,,0,0.79,0,0,4.37,2.36,2.59,6.26,16.36,3.32,0,3.32,,0.88,0,-1.15,0,-0.27,3.59,3.59,3.59,,,0.28,0.28,,0,0,,0,0.0,,0.96,0.0,15
TEXMOPIPES,Texmo Pipes and Products Ltd.,,748.28,109.84,638.44,638.44,0.83,639.27,,462.04,29.19,25.99,4.55,22.9,12.93,10.83,52.89,621.32,17.95,-12.01,5.94,,5,0,-0.35,0.16,4.82,1.13,1.13,1.13,,,0.39,0.39,,0,0,,0,0.0,,0,0.0,0
TEXRAIL,Texmaco Rail and Engineering Ltd.,,"2,224.96",0,"2,224.96","2,243.28",37.77,"2,281.05",,"1,739.09",0,0,-123.25,130.06,116.17,35.03,355.23,"2,252.33",28.72,0,28.72,,0,0.46,9.34,0,8.88,19.84,19.84,19.84,,,0.62,0.62,,138.47,"2,095.57",,0,0.0,,3.22,0.0,15
TFCILTD,Tourism Finance Corp of India Ltd.,,228.88,0,228.88,231.45,0.25,231.7,,0,0,0,0,11.59,90.65,1.66,10.33,122.33,109.37,0,109.37,,21.45,0,0,-0.03,21.42,87.95,87.95,87.95,,,9.73,9.73,,0,0,,0,0.0,,10.84,0.0,24
TGBHOTELS,TGB Banquets and Hotels Ltd.,,38.38,0,38.38,38.38,3.81,42.18,,0,0,15.57,0,5.43,1.56,5.18,13,40.74,1.44,0,1.44,,0,0,0.08,0,0.08,1.36,1.36,1.36,,,0.47,0.47,,0,0,,0,0.0,,0,0.0,0
THANGAMAYL,Thangamayil Jewellery  Ltd.,,"3,152.55",0,"3,152.55","3,152.55",3.35,"3,155.90",,"2,730.03",302.65,38.91,-216.27,58.42,34.92,13.39,85.91,"3,047.96",107.94,0,107.94,,28.64,0,-1.23,0.79,28.2,79.74,79.74,79.74,,,58.13,58.13,,0,0,,0,0.0,,15.09,0.0,120
THEMISMED,Themis Medicare Ltd.,,344.46,0,344.46,354.32,11.5,365.83,,96.04,30.12,0,-7.79,66.15,9.56,10.49,102.35,306.92,58.91,0,58.91,,15,0,0.61,0,15.61,43.29,43.29,43.29,,,47.05,46.97,,0,0,,0,0.0,,4.6,0.0,50
THOMASCOTT,Thomas Scott India Ltd.,,62.79,0,62.79,62.79,0.03,62.82,,31.19,8.66,0,-3.31,6.22,1.03,0.67,15.38,59.84,2.98,0,2.98,,0,0,0.1,0,0.1,2.88,2.88,2.88,,,5.22,5.22,,0,0,,0,0.0,,0,0.0,0
TI,Tilaknagar Industries Ltd.,,"2,460.72","1,304.92","1,155.81","1,164.32",6.4,"1,170.72",,633.37,0,0,-17.17,33.43,40.19,30.84,381.03,"1,101.69",69.03,96.85,165.88,,0,0,0,-0.01,-0.01,165.88,165.88,165.88,,,9.72,9.48,,0,0,,0,0.0,,1.65,0.0,3
TIDEWATER,Tide Water Oil Ltd.,,"1,490.37",0,"1,490.37","1,492.36",36.01,"1,528.37",,960.63,57.81,0,-20.5,93.16,1.2,10.2,319.8,"1,422.30",106.07,0,106.07,,21.98,0,-0.8,0,21.18,84.89,84.89,84.89,,,49.95,49.95,,0,0,,0,0.0,,73.18,0.0,"2,100.00"
TIIL,Technocraft Industries (India) Ltd.,,"1,704.93",0,"1,704.93","1,825.09",51.4,"1,876.49",,923.68,35.81,7.74,-2.39,106.26,22.52,53.6,481.52,"1,628.73",247.76,0,247.76,,68.29,0,-5.45,-1.52,61.32,186.44,186.44,190.18,,,79.02,79.02,,0,0,,0,0.0,,0,0.0,0
TIJARIA,Tijaria Polypipes Ltd.,,13.85,0,13.85,13.85,0.17,14.01,,10.77,3.89,0,0.66,0.87,3.32,2.01,1.93,23.46,-9.45,-0.01,-9.46,,0,0,0,0,0,-9.46,-9.46,-9.46,,,-3.3,-3.3,,0,10.77,,0,0.46,,0,0.0,0
TIL,TIL Ltd.,,43.82,0,43.82,43.83,10.86,54.69,,11.73,3.09,0,16.02,36.73,36.24,8.95,34.02,146.78,-92.09,0,-92.09,,0,0,-3.81,0,-3.81,-88.28,-88.28,-88.28,,,-88.01,-88.01,,0,0,,0,0.0,,0,0.0,0
TIMESGTY,Times Guaranty Ltd.,,1.96,0,1.96,1.96,0.02,1.98,,0,0,0,0,0.19,0.01,0,0.72,0.91,1.07,0,1.07,,0.71,0,-0.52,-0.04,0.14,0.94,0.94,0.94,,,1.05,1.05,,0,0,,0,0.0,,0,0.0,0
TIMETECHNO,Time Technoplast Ltd.,,"2,242.50",0,"2,242.50","2,242.50",2.46,"2,244.96",,"1,620.10",0,117,-1.55,103.22,56.05,105.83,94.85,"2,095.50",149.46,0,149.46,,32.09,0,6.15,0,38.24,111.22,111.22,111.22,,,4.92,4.89,,0,0,,0,0.0,,22.61,0.0,125
TIMKEN,Timken India Ltd.,,"2,787.85",0,"2,787.85","2,806.61",53.18,"2,859.79",,922.38,742.99,0,-5.59,159.09,2.81,87.2,427.38,"2,336.26",523.52,0,523.52,,134.4,0,-1.62,0,132.78,390.75,390.75,390.75,,,51.95,51.95,,0,0,,0,0.0,,11.28,0.0,15
TINPLATE,The Tinplate Co. of India Ltd.,,"3,569.38",0,"3,569.38","3,958.87",55.55,"4,014.41",,"2,802.35",0,0,8.47,155.27,12.21,64.47,778.73,"3,821.50",192.91,0,192.91,,51.69,0,-1.6,0,50.09,142.82,142.82,142.82,,,13.65,13.65,,0,0,,0,0.0,,41.87,0.0,30
TIPSINDLTD,Tips Industries Ltd.,,186.78,0,186.78,186.78,5.36,192.14,,0,0,0,0,7.33,0.29,1.33,77.54,86.49,105.65,0,105.65,,26.94,0,-0.15,2.33,29.13,76.52,76.52,76.52,,,59.58,59.58,,0,0,,0,0.0,,2.59,0.0,50
TIRUMALCHM,Thirumalai Chemicals Ltd.,,"1,834.95",0.00,"1,834.95","1,847.27",44.26,"1,891.53",,"1,366.94",2.62,0.00,1.79,56.28,33.62,30.03,243.94,"1,735.22",156.31,0.00,156.31,,34.73,0.00,2.05,0.0,36.78,119.53,119.53,119.53,,,11.67,11.67,,0.0,0.00,,0.0,0.0,,25.60,0.0,150.00
TITAGARH,TITAGARH RAIL SYSTEMS Ltd.,,"2,755.43",0,"2,755.43","2,780.53",43.98,"2,824.51",,"2,165.42",0,0,-15.37,56.53,80.75,22.5,309.64,"2,619.47",205.05,-46.28,158.77,,53.06,0,2.35,0,55.41,103.37,103.37,103.37,,,8.64,8.64,,0,0,,0,0.0,,0,0.0,0
TITAN,Titan Company Ltd.,,"35,624.00",0,"35,624.00","38,270.00",299,"38,569.00",,"25,085.00","5,438.00",0,"-1,477.00","1,362.00",240,364,"3,092.00","34,104.00","4,465.00",0,"4,465.00",,"1,140.00",0,-8,0,"1,132.00","3,333.00","3,333.00","3,333.00",,,37.54,37.54,,0,0,,0,0.0,,666,0.0,"1,000.00"
TNPETRO,Tamilnadu Petroproducts Ltd.,,"2,146.63",0,"2,146.63","2,150.25",19.25,"2,169.51",,"1,228.74",44.29,0,-22.21,45.91,6.8,21.3,725.52,"2,050.35",119.15,0,119.15,,32.13,0,-2.29,0,29.84,89.32,89.32,89.32,,,9.93,9.93,,0,0,,0,0.0,,26.99,0.0,15
TNTELE,Tamilnadu Telecommunications Ltd.,,0,0,0,0,0.18,0.18,,0,0,0,0,1.03,9.21,0.26,1.65,12.15,-11.97,0,-11.97,,0,0,0,0,0,-11.97,-11.97,-11.97,,,-2.59,-2.59,,0,0,,0,0.0,,0,0.0,0
TOKYOPLAST,Tokyo Plast International Ltd.,,75.51,0.00,75.51,75.53,0.04,75.57,,37.19,2.11,0.00,2.86,13.58,1.40,3.19,14.48,74.80,0.77,-0.58,0.19,,0.00,0.00,0.31,0.0,0.31,-0.12,-0.12,-0.12,,,-0.13,-0.13,,0.0,0.00,,0.0,0.0,,0.00,0.0,0.00
TORNTPHARM,Torrent Pharmaceuticals Ltd.,,"7,546.76",0,"7,546.76","7,695.20",81.88,"7,777.08",,"1,477.42",533.56,0,128.44,"1,251.22",297.68,672.34,"1,839.40","6,200.06","1,577.02",0,"1,577.02",,274.2,0,251.43,0,525.63,"1,051.39","1,051.39","1,051.39",,,31.07,31.07,,0,0,,0,0.0,,863.03,0.0,440
TORNTPOWER,Torrent Power Ltd.,,"18,562.32",0,"18,562.32","18,836.22",434.64,"19,270.86",,0,"1,879.26",0,0,513.85,668.34,"1,058.88","1,050.04","16,339.57","2,931.29",0,"2,931.29",,634.45,0,193.12,0,827.57,"2,103.72","2,103.72","2,103.72",,,43.77,43.77,,0,0,,0,0.0,,"1,057.36",0.0,260
TPLPLASTEH,TPL Plastech Ltd.,,318.7,48.31,270.4,270.59,1.25,271.84,,211.93,0,11.83,3.23,8.06,4.98,5.48,5.86,251.37,20.47,0,20.47,,4.64,0,-0.2,0,4.44,16.03,16.03,16.03,,,2.06,2.06,,0,0,,0,0.0,,3.12,0.0,30
TREEHOUSE,Tree House Education and Accessories Ltd.,,9.06,0,9.06,10.05,0.97,11.03,,0,0,2.54,0,1.61,6.38,38.82,11.84,61.2,-50.18,-1.91,-52.09,,0,0,-7.43,0,-7.43,-44.66,-44.66,-44.66,,,-10.56,-10.56,,0,0,,0,0.0,,0,0.0,0
TREJHARA,Trejhara Solutions Ltd.,,53.23,0,53.23,53.23,1.16,54.38,,0,0,8.95,0,27.49,0.47,0.1,5.18,42.2,12.19,-90.51,-78.32,,3.15,0,0.05,0,3.19,-81.51,-81.51,-81.51,,,-68.98,-68.98,,0,0,,0,0.0,,0,0.0,0
TRF,TRF Ltd.,,177.1,0,177.1,177.1,48.55,225.65,,10.63,0,16.99,5.96,60.74,24.75,2.01,23.52,144.59,81.06,0,81.06,,0,0,0,-6.7,-6.7,87.76,87.76,87.76,,,79.75,70.48,,0,0,,0,0.0,,0,0.0,0
TRIDENT,Trident Ltd.,,"5,935.77",0,"5,935.77","6,267.47",23.8,"6,291.27",,"3,385.15",27.19,0,-49.46,624.42,77.36,310.15,"1,362.17","5,736.98",554.29,0,554.29,,136.03,0,-0.26,-3.38,132.39,421.9,421.9,421.9,,,0.84,0.84,,0,0,,0,0.0,,180.23,0.0,36
TRIGYN,Trigyn Technologies Ltd.,,172.52,0,172.52,172.52,26.25,198.77,,0,0,41.33,-7.33,94.15,1.6,4.07,57.95,191.76,7.01,-0.06,6.95,,3.69,0,-0.19,-0.85,2.65,4.3,4.3,4.3,,,1.4,1.4,,0,0,,0,0.0,,0,0.0,0
TRIL,Transformers and Rectifiers India Ltd.,,"1,284.59",0,"1,284.59","1,359.85",11.86,"1,371.72",,"1,010.03",49.42,0,30.28,38.07,46.63,22.57,126.29,"1,323.30",48.42,0,48.42,,16.83,0,-6.49,0.99,11.33,37.08,37.08,37.08,,,2.8,2.8,,0,0,,0,0.0,,1.99,0.0,15
TRITURBINE,Triveni Turbine Ltd.,,"1,072.63",0,"1,072.63","1,083.25",39.14,"1,122.39",,672.52,0,0,-33.12,110.6,0.99,18.76,153.98,927.01,195.38,0,195.38,,48.64,0,1.86,0,50.51,144.87,144.87,144.87,,,4.49,4.49,,0,0,,0,0.0,,0,0.0,0
TRIVENI,Triveni Engineering and Industries Ltd.,,"6,264.58",693.26,"5,571.32","5,613.64",79.15,"5,692.79",,"3,951.53",46.24,0,88.72,347.02,49.84,93.48,562.71,"5,139.59",553.2,"1,585.94","2,139.13",,196.81,0,18.32,0,215.13,"1,924.01","1,924.01","1,924.01",,,80.08,80.08,,0,0,,0,0.0,,0,0.0,325
TTKHLTCARE,TTK Healthcare Ltd.,,720.19,0,720.19,725.11,48.33,773.44,,182.29,170.21,0,-4.72,123.38,5.24,12.81,222.6,711.81,61.64,0,61.64,,17.41,0,-0.44,0,16.97,44.67,44.67,639.71,,,452.72,452.72,,0,0,,0,0.0,,14.13,0.0,100
TTKPRESTIG,TTK Prestige Ltd.,,"2,603.72",0,"2,603.72","2,625.72",42.85,"2,668.57",,606.09,995.7,0.44,-30.39,205.02,5.01,47.71,489.47,"2,319.05",349.52,0,349.52,,92.74,0,-3.38,0,89.36,260.16,260.16,260.16,,,18.77,18.77,,0,0,,0,0.0,,48.51,0.0,600
TTL,TT Ltd.,,200.81,0,200.81,203.03,1.62,204.64,,73.11,64.81,0,-1.77,13.22,17.2,3.13,43.91,213.6,-8.96,0,-8.96,,0,0,-0.12,3.83,3.71,-12.67,-12.67,-12.67,,,-5.89,-5.89,,0,0,,0.21,2.56,,0,0.0,0
TTML,Tata Teleservices (Maharashtra) Ltd.,,"1,093.80",0,"1,093.80","1,106.17",13.72,"1,119.89",,0,0,467.84,0,61.9,"1,498.51",147.16,83.93,"2,259.34","-1,139.45",-5.27,"-1,144.72",,0,0,0,0,0,"-1,144.72","-1,144.72","-1,144.72",,,-5.86,-5.86,,0,0,,0,0.0,,0,0.0,0
TVSELECT,TVS Electronics Ltd.,,352.84,0.00,352.84,353.49,1.53,355.02,,126.06,67.69,0.00,-7.83,49.70,1.37,7.10,98.09,342.18,12.84,0.00,12.84,,3.36,0.00,-0.04,0.0,3.32,9.52,9.52,9.52,,,5.11,5.11,,0.0,0.00,,0.0,0.0,,0.00,0.0,0.00
TVSSRICHAK,TVS Srichakra Ltd.,,"2,853.66",0.00,"2,853.66","2,865.39",7.87,"2,873.26",,"1,722.39",1.14,0.00,-22.60,301.34,38.40,88.44,647.37,"2,776.48",96.78,-5.49,91.29,,18.17,0.00,6.09,-3.09,21.17,70.12,70.12,70.12,,,91.58,91.58,,0.0,0.00,,0.0,0.0,,12.48,0.0,321.00
TVVISION,TV Vision Ltd.,,71.27,0,71.27,71.27,0.04,71.31,,0,0,49.11,0.89,8.33,1.37,18.81,12.29,90.8,-19.48,0,-19.48,,0,0,0,0.01,0.01,-19.5,-19.5,-19.5,,,-5.31,-5.03,,0,0,,0,0.0,,0,0.0,0
UBL,United Breweries Ltd.,,"16,474.72","9,151.17","7,323.55","7,491.71",49.27,"7,540.98",,"4,233.21",92.47,0,-51.4,591.44,4.64,210.32,"2,011.73","7,092.41",448.57,-33.12,415.45,,119.67,0,-7.68,0,111.99,303.46,303.46,303.46,,,11.48,11.48,,0,0,,0,0.0,,277.63,0.0,750
UCAL,Ucal Ltd.,,581.02,0,581.02,584.29,2.75,587.04,,270.59,90.74,0,4.47,76.77,18.12,18.27,95.18,574.14,12.91,0,12.91,,2.43,2.43,4.32,0,4.32,8.59,8.59,8.59,,,3.88,3.88,,0,0,,0,0.0,,0,0.0,20
UCOBANK,UCO Bank,,"10,343.50","6,223.22",902,181.79,"17,650.52","2,508.46","20,158.98",,"10,307.39","3,872.74",217.52,"1,420.65","5,510.92",31.7,"1,011.07","1,435.56","2,478.33","18,296.64","1,862.34","1,862.34",96.72,"1,959.05",,465.58,18.17,0,0,0,0.0,"1,618.57","1,959.05",,,1.56,1.56,,0,,,,,
